method,n_states,n_obs,n_pre_periods,joint_test_type,joint_test_stat,joint_test_p,joint_reject,max_abs_pre_att,mean_abs_pre_att,overall_att,overall_se,headline
CS_analytic,24,2184,12,holm,1.2055862644072406,1,FALSE,0.07271372532251073,0.024458268123619113,-0.22495613845397286,0.14663930668928354,TRUE
CS_bootstrap,24,2184,12,holm,1.1796343179781044,1,FALSE,0.07271372532251073,0.024458268123619113,-0.22495613845397286,0.14598020295373634,FALSE
TWFE_SunAb,24,2184,11,wald_F,6639730695.608947,0,TRUE,0.06532662855218795,0.032804408310218684,NA,NA,TRUE
