treat_definition,optimal_threshold,n_states,n_treated,n_never_treated,rejection_rate_effect0,mde_80,states_included
online_start_date,72,18,3,15,0.25806451612903225,1.4345454545454546,AK;AR;DE;FL;GA;KS;KY;MN;MS;MT;NC;ND;OH;OK;SC;TX;UT;VT
