option,panel_choice,estimand,target_h,effect_size,power,mean_est,mean_se,sign_error_rate_sig,severe_mag_error_rate_sig,mean_exaggeration_ratio_sig,n_sims,n_units,n_clusters,start_date,end_date
A2,states_from_counties,overall_att,NA,0,0,-0.03565039897304999,0.48865292148217193,NA,NA,NA,3,25,25,2016-01-01,2025-09-01
A2,states_from_counties,overall_att,NA,1.5,0,0.3549547536041014,0.4245956462103014,NA,NA,NA,3,25,25,2016-01-01,2025-09-01
