"","option","panel_choice","estimand","target_h","effect_size","power","mean_est","mean_se","n_sims","n_units","n_clusters","n_switchers","start_date","end_date","n_states"
"298","A1","counties","overall_att",NA,2,NA,NA,NA,1000,1384,32,10,2016-01-01,2025-09-01,32
"299","A1","counties","overall_att",NA,2.5,NA,NA,NA,1000,1384,32,10,2016-01-01,2025-09-01,32
"300","A1","counties","overall_att",NA,3,NA,NA,NA,1000,1384,32,10,2016-01-01,2025-09-01,32
"301","A1","counties","overall_att",NA,0,NA,NA,NA,1000,1384,32,12,2016-01-01,2025-09-01,32
"302","A1","counties","overall_att",NA,0.25,NA,NA,NA,1000,1384,32,12,2016-01-01,2025-09-01,32
"303","A1","counties","overall_att",NA,0.5,NA,NA,NA,1000,1384,32,12,2016-01-01,2025-09-01,32
"304","A1","counties","overall_att",NA,0.75,NA,NA,NA,1000,1384,32,12,2016-01-01,2025-09-01,32
"305","A1","counties","overall_att",NA,1,NA,NA,NA,1000,1384,32,12,2016-01-01,2025-09-01,32
"306","A1","counties","overall_att",NA,1.25,NA,NA,NA,1000,1384,32,12,2016-01-01,2025-09-01,32
"307","A1","counties","overall_att",NA,1.5,NA,NA,NA,1000,1384,32,12,2016-01-01,2025-09-01,32
"308","A1","counties","overall_att",NA,2,NA,NA,NA,1000,1384,32,12,2016-01-01,2025-09-01,32
"309","A1","counties","overall_att",NA,2.5,NA,NA,NA,1000,1384,32,12,2016-01-01,2025-09-01,32
"310","A1","counties","overall_att",NA,3,NA,NA,NA,1000,1384,32,12,2016-01-01,2025-09-01,32
"311","A1","counties","overall_att",NA,0,NA,NA,NA,1000,1384,32,15,2016-01-01,2025-09-01,32
"312","A1","counties","overall_att",NA,0.25,NA,NA,NA,1000,1384,32,15,2016-01-01,2025-09-01,32
"313","A1","counties","overall_att",NA,0.5,NA,NA,NA,1000,1384,32,15,2016-01-01,2025-09-01,32
"314","A1","counties","overall_att",NA,0.75,NA,NA,NA,1000,1384,32,15,2016-01-01,2025-09-01,32
"315","A1","counties","overall_att",NA,1,NA,NA,NA,1000,1384,32,15,2016-01-01,2025-09-01,32
"316","A1","counties","overall_att",NA,1.25,NA,NA,NA,1000,1384,32,15,2016-01-01,2025-09-01,32
"317","A1","counties","overall_att",NA,1.5,NA,NA,NA,1000,1384,32,15,2016-01-01,2025-09-01,32
"318","A1","counties","overall_att",NA,2,NA,NA,NA,1000,1384,32,15,2016-01-01,2025-09-01,32
"319","A1","counties","overall_att",NA,2.5,NA,NA,NA,1000,1384,32,15,2016-01-01,2025-09-01,32
"320","A1","counties","overall_att",NA,3,NA,NA,NA,1000,1384,32,15,2016-01-01,2025-09-01,32
