state,month,filings_2020,filings_avg
indiana,Jul-22,4,2
indiana,Aug-22,1,6
indiana,Sep-22,0,4.5
indiana,Oct-22,0,3
indiana,Nov-22,0,3
indiana,Dec-22,4,2
indiana,Jan-23,3,4
indiana,Feb-23,3,3
indiana,Mar-23,1,1.5
indiana,Apr-23,2,2.5
indiana,May-23,1,2.5
indiana,Jun-23,0,3.5
indiana,Jul-23,2,2
indiana,Aug-23,4,6
indiana,Sep-23,4,4.5
indiana,Oct-23,3,3
indiana,Nov-23,5,3
indiana,Dec-23,3,2
indiana,Jan-24,5,4
indiana,Feb-24,3,3
indiana,Mar-24,2,1.5
indiana,Apr-24,2,2.5
indiana,May-24,4,2.5
indiana,Jun-24,6,3.5
indiana,Jul-24,2,2
indiana,Aug-24,6,6
indiana,Sep-24,5,4.5
indiana,Oct-24,3,3
indiana,Nov-24,1,3
indiana,Dec-24,1,2
indiana,Jan-25,3,4
indiana,Feb-25,1,3
indiana,Mar-25,1,1.5
indiana,Apr-25,3,2.5
indiana,May-25,4,2.5
indiana,Jun-25,6,3.5
indiana,Jul-25,3,2
indiana,Aug-25,0,6
indiana,Sep-25,3,4.5
indiana,Oct-25,4,3
indiana,Nov-25,3,2.5
indiana,Jan-20,10,12
indiana,Feb-20,6,6
indiana,Mar-20,3,3.5
indiana,Apr-20,0,8
indiana,May-20,1,3
indiana,Jun-20,3,7.5
indiana,Jul-20,1,8
indiana,Aug-20,2,4.5
indiana,Sep-20,5,7
indiana,Oct-20,1,6
indiana,Nov-20,1,10
indiana,Dec-20,1,8
indiana,Jan-21,2,12
indiana,Feb-21,3,6
indiana,Mar-21,2,3.5
indiana,Apr-21,3,8
indiana,May-21,1,3
indiana,Jun-21,1,7.5
indiana,Jul-21,4,8
indiana,Aug-21,3,4.5
indiana,Sep-21,5,7
indiana,Oct-21,9,6
indiana,Nov-21,6,10
indiana,Dec-21,1,8
indiana,Jan-22,2,12
indiana,Feb-22,7,6
indiana,Mar-22,2,3.5
indiana,Apr-22,2,8
indiana,May-22,8,3
indiana,Jun-22,3,7.5
indiana,Jul-22,5,8
indiana,Aug-22,9,4.5
indiana,Sep-22,7,7
indiana,Oct-22,6,6
indiana,Nov-22,9,10
indiana,Dec-22,2,8
indiana,Jan-23,12,12
indiana,Feb-23,6,6
indiana,Mar-23,3,3.5
indiana,Apr-23,8,8
indiana,May-23,2,3
indiana,Jun-23,8,7.5
indiana,Jul-23,5,8
indiana,Aug-23,4,4.5
indiana,Sep-23,7,7
indiana,Oct-23,8,6
indiana,Nov-23,8,10
indiana,Dec-23,9,8
indiana,Jan-24,12,12
indiana,Feb-24,6,6
indiana,Mar-24,4,3.5
indiana,Apr-24,8,8
indiana,May-24,4,3
indiana,Jun-24,7,7.5
indiana,Jul-24,11,8
indiana,Aug-24,5,4.5
indiana,Sep-24,7,7
indiana,Oct-24,4,6
indiana,Nov-24,11,10
indiana,Dec-24,7,8
indiana,Jan-25,17,12
indiana,Feb-25,9,6
indiana,Mar-25,7,3.5
indiana,Apr-25,4,8
indiana,May-25,10,3
indiana,Jun-25,4,7.5
indiana,Jul-25,9,8
indiana,Aug-25,2,4.5
indiana,Sep-25,8,7
indiana,Oct-25,8,6
indiana,Nov-25,2,5.5
indiana,Jan-20,10,8.5
indiana,Feb-20,5,4.5
indiana,Mar-20,0,5.5
indiana,Apr-20,0,3.5
indiana,May-20,0,4
indiana,Jun-20,5,3
indiana,Jul-20,0,7
indiana,Aug-20,9,5.5
indiana,Sep-20,0,2
indiana,Oct-20,5,5
indiana,Nov-20,4,5.5
indiana,Dec-20,0,3
indiana,Jan-21,0,8.5
indiana,Feb-21,3,4.5
indiana,Mar-21,1,5.5
indiana,Apr-21,1,3.5
indiana,May-21,0,4
indiana,Jun-21,8,3
indiana,Jul-21,3,7
indiana,Aug-21,7,5.5
indiana,Sep-21,1,2
indiana,Oct-21,4,5
indiana,Nov-21,3,5.5
indiana,Dec-21,1,3
indiana,Jan-22,5,8.5
indiana,Feb-22,2,4.5
indiana,Mar-22,5,5.5
indiana,Apr-22,2,3.5
indiana,May-22,4,4
indiana,Jun-22,8,3
indiana,Jul-22,4,7
indiana,Aug-22,7,5.5
indiana,Sep-22,5,2
indiana,Oct-22,5,5
indiana,Nov-22,6,5.5
indiana,Dec-22,2,3
indiana,Jan-23,6,8.5
indiana,Feb-23,7,4.5
indiana,Mar-23,11,5.5
indiana,Apr-23,5,3.5
indiana,May-23,4,4
indiana,Jun-23,1,3
indiana,Jul-23,7,7
indiana,Aug-23,4,5.5
indiana,Sep-23,1,2
indiana,Oct-23,5,5
indiana,Nov-23,7,5.5
indiana,Dec-23,0,3
indiana,Jan-24,11,8.5
indiana,Feb-24,2,4.5
indiana,Mar-24,0,5.5
indiana,Apr-24,2,3.5
indiana,May-24,3,4
indiana,Jun-24,5,3
indiana,Jul-24,7,7
indiana,Aug-24,7,5.5
indiana,Sep-24,3,2
indiana,Oct-24,4,5
indiana,Nov-24,4,5.5
indiana,Dec-24,6,3
indiana,Jan-25,3,8.5
indiana,Feb-25,1,4.5
indiana,Mar-25,1,5.5
indiana,Apr-25,4,3.5
indiana,May-25,5,4
indiana,Jun-25,3,3
indiana,Jul-25,8,7
indiana,Aug-25,0,5.5
indiana,Sep-25,9,2
indiana,Oct-25,5,5
indiana,Nov-25,0,3.5
indiana,Jan-20,3,1.5
indiana,Feb-20,4,2.5
indiana,Mar-20,1,0.5
indiana,Apr-20,0,1
indiana,May-20,0,1
indiana,Jun-20,0,0.5
indiana,Jul-20,1,1.5
indiana,Aug-20,4,0
indiana,Sep-20,3,0.5
indiana,Oct-20,3,1.5
indiana,Nov-20,1,3
indiana,Dec-20,0,1
indiana,Jan-21,6,1.5
indiana,Feb-21,3,2.5
indiana,Mar-21,2,0.5
indiana,Apr-21,2,1
indiana,May-21,3,1
indiana,Jun-21,0,0.5
indiana,Jul-21,2,1.5
indiana,Aug-21,1,0
indiana,Sep-21,0,0.5
indiana,Oct-21,1,1.5
indiana,Nov-21,1,3
indiana,Dec-21,4,1
indiana,Jan-22,0,1.5
indiana,Feb-22,0,2.5
indiana,Mar-22,0,0.5
indiana,Apr-22,1,1
indiana,May-22,1,1
indiana,Jun-22,1,0.5
indiana,Jul-22,1,1.5
indiana,Aug-22,0,0
indiana,Sep-22,1,0.5
indiana,Oct-22,0,1.5
indiana,Nov-22,0,3
indiana,Dec-22,0,1
indiana,Jan-23,3,1.5
indiana,Feb-23,3,2.5
indiana,Mar-23,0,0.5
indiana,Apr-23,1,1
indiana,May-23,0,1
indiana,Jun-23,0,0.5
indiana,Jul-23,1,1.5
indiana,Aug-23,0,0
indiana,Sep-23,1,0.5
indiana,Oct-23,1,1.5
indiana,Nov-23,2,3
indiana,Dec-23,2,1
indiana,Jan-24,0,1.5
indiana,Feb-24,2,2.5
indiana,Mar-24,1,0.5
indiana,Apr-24,1,1
indiana,May-24,2,1
indiana,Jun-24,1,0.5
indiana,Jul-24,2,1.5
indiana,Aug-24,0,0
indiana,Sep-24,0,0.5
indiana,Oct-24,2,1.5
indiana,Nov-24,4,3
indiana,Dec-24,0,1
indiana,Jan-25,2,1.5
indiana,Feb-25,1,2.5
indiana,Mar-25,2,0.5
indiana,Apr-25,1,1
indiana,May-25,2,1
indiana,Jun-25,1,0.5
indiana,Jul-25,4,1.5
indiana,Aug-25,0,0
indiana,Sep-25,1,0.5
indiana,Oct-25,1,1.5
indiana,Nov-25,0,3
indiana,Jan-20,3,1
indiana,Feb-20,1,1.5
indiana,Mar-20,3,1.5
indiana,Apr-20,0,2.5
indiana,May-20,1,1.5
indiana,Jun-20,2,1.5
indiana,Jul-20,0,1
indiana,Aug-20,0,3
indiana,Sep-20,3,1
indiana,Oct-20,1,4
indiana,Nov-20,4,9
indiana,Dec-20,0,1
indiana,Jan-21,2,1
indiana,Feb-21,1,1.5
indiana,Mar-21,2,1.5
indiana,Apr-21,0,2.5
indiana,May-21,1,1.5
indiana,Jun-21,0,1.5
indiana,Jul-21,0,1
indiana,Aug-21,1,3
indiana,Sep-21,1,1
indiana,Oct-21,5,4
indiana,Nov-21,2,9
indiana,Dec-21,2,1
indiana,Jan-22,3,1
indiana,Feb-22,4,1.5
indiana,Mar-22,1,1.5
indiana,Apr-22,2,2.5
indiana,May-22,0,1.5
indiana,Jun-22,1,1.5
indiana,Jul-22,2,1
indiana,Aug-22,2,3
indiana,Sep-22,0,1
indiana,Oct-22,3,4
indiana,Nov-22,4,9
indiana,Dec-22,1,1
indiana,Jan-23,1,1
indiana,Feb-23,3,1.5
indiana,Mar-23,2,1.5
indiana,Apr-23,1,2.5
indiana,May-23,2,1.5
indiana,Jun-23,2,1.5
indiana,Jul-23,0,1
indiana,Aug-23,2,3
indiana,Sep-23,0,1
indiana,Oct-23,4,4
indiana,Nov-23,1,9
indiana,Dec-23,1,1
indiana,Jan-24,1,1
indiana,Feb-24,0,1.5
indiana,Mar-24,1,1.5
indiana,Apr-24,4,2.5
indiana,May-24,1,1.5
indiana,Jun-24,1,1.5
indiana,Jul-24,2,1
indiana,Aug-24,2,3
indiana,Sep-24,2,1
indiana,Oct-24,4,4
indiana,Nov-24,17,9
indiana,Dec-24,1,1
indiana,Jan-25,5,1
indiana,Feb-25,2,1.5
indiana,Mar-25,1,1.5
indiana,Apr-25,3,2.5
indiana,May-25,5,1.5
indiana,Jun-25,3,1.5
indiana,Jul-25,4,1
indiana,Aug-25,0,3
indiana,Sep-25,3,1
indiana,Oct-25,2,4
indiana,Nov-25,0,7.5
indiana,Jan-20,2,8.5
indiana,Feb-20,2,3.5
indiana,Mar-20,2,2.5
indiana,Apr-20,1,5
indiana,May-20,1,6
indiana,Jun-20,6,3.5
indiana,Jul-20,1,7
indiana,Aug-20,4,3
indiana,Sep-20,1,5
indiana,Oct-20,2,2
indiana,Nov-20,4,6.5
indiana,Dec-20,2,4
indiana,Jan-21,3,8.5
indiana,Feb-21,2,3.5
indiana,Mar-21,2,2.5
indiana,Apr-21,2,5
indiana,May-21,4,6
indiana,Jun-21,8,3.5
indiana,Jul-21,3,7
indiana,Aug-21,5,3
indiana,Sep-21,3,5
indiana,Oct-21,6,2
indiana,Nov-21,3,6.5
indiana,Dec-21,7,4
indiana,Jan-22,2,8.5
indiana,Feb-22,2,3.5
indiana,Mar-22,4,2.5
indiana,Apr-22,7,5
indiana,May-22,6,6
indiana,Jun-22,5,3.5
indiana,Jul-22,5,7
indiana,Aug-22,5,3
indiana,Sep-22,5,5
indiana,Oct-22,7,2
indiana,Nov-22,4,6.5
indiana,Dec-22,1,4
indiana,Jan-23,12,8.5
indiana,Feb-23,5,3.5
indiana,Mar-23,3,2.5
indiana,Apr-23,4,5
indiana,May-23,6,6
indiana,Jun-23,3,3.5
indiana,Jul-23,10,7
indiana,Aug-23,4,3
indiana,Sep-23,5,5
indiana,Oct-23,2,2
indiana,Nov-23,4,6.5
indiana,Dec-23,2,4
indiana,Jan-24,5,8.5
indiana,Feb-24,2,3.5
indiana,Mar-24,2,2.5
indiana,Apr-24,6,5
indiana,May-24,6,6
indiana,Jun-24,4,3.5
indiana,Jul-24,4,7
indiana,Aug-24,2,3
indiana,Sep-24,4,5
indiana,Oct-24,2,2
indiana,Nov-24,9,6.5
indiana,Dec-24,6,4
indiana,Jan-25,6,8.5
indiana,Feb-25,8,3.5
indiana,Mar-25,5,2.5
indiana,Apr-25,6,5
indiana,May-25,7,6
indiana,Jun-25,14,3.5
indiana,Jul-25,3,7
indiana,Aug-25,0,3
indiana,Sep-25,7,5
indiana,Oct-25,4,2
indiana,Nov-25,0,4.5
indiana,Jan-20,4,2.5
indiana,Feb-20,1,3
indiana,Mar-20,1,4.5
indiana,Apr-20,0,2
indiana,May-20,0,3.5
indiana,Jun-20,2,1.5
indiana,Jul-20,0,5
indiana,Aug-20,3,3
indiana,Sep-20,2,1.5
indiana,Oct-20,7,3.5
indiana,Nov-20,2,3.5
indiana,Dec-20,1,2.5
indiana,Jan-21,3,2.5
indiana,Feb-21,1,3
indiana,Mar-21,5,4.5
indiana,Apr-21,1,2
indiana,May-21,3,3.5
indiana,Jun-21,4,1.5
indiana,Jul-21,1,5
indiana,Aug-21,0,3
indiana,Sep-21,0,1.5
indiana,Oct-21,5,3.5
indiana,Nov-21,1,3.5
indiana,Dec-21,3,2.5
indiana,Jan-22,4,2.5
indiana,Feb-22,7,3
indiana,Mar-22,5,4.5
indiana,Apr-22,1,2
indiana,May-22,2,3.5
indiana,Jun-22,4,1.5
indiana,Jul-22,1,5
indiana,Aug-22,5,3
indiana,Sep-22,4,1.5
indiana,Oct-22,2,3.5
indiana,Nov-22,1,3.5
indiana,Dec-22,2,2.5
indiana,Jan-23,3,2.5
indiana,Feb-23,4,3
indiana,Mar-23,5,4.5
indiana,Apr-23,1,2
indiana,May-23,3,3.5
indiana,Jun-23,2,1.5
indiana,Jul-23,5,5
indiana,Aug-23,2,3
indiana,Sep-23,2,1.5
indiana,Oct-23,5,3.5
indiana,Nov-23,4,3.5
indiana,Dec-23,3,2.5
indiana,Jan-24,2,2.5
indiana,Feb-24,2,3
indiana,Mar-24,4,4.5
indiana,Apr-24,3,2
indiana,May-24,3,3.5
indiana,Jun-24,1,1.5
indiana,Jul-24,5,5
indiana,Aug-24,4,3
indiana,Sep-24,1,1.5
indiana,Oct-24,2,3.5
indiana,Nov-24,3,3.5
indiana,Dec-24,2,2.5
indiana,Jan-25,4,2.5
indiana,Feb-25,1,3
indiana,Mar-25,7,4.5
indiana,Apr-25,5,2
indiana,May-25,5,3.5
indiana,Jun-25,6,1.5
indiana,Jul-25,4,5
indiana,Aug-25,0,3
indiana,Sep-25,1,1.5
indiana,Oct-25,3,3.5
indiana,Nov-25,0,2
indiana,Jan-20,10,9.5
indiana,Feb-20,3,4
indiana,Mar-20,0,6.5
indiana,Apr-20,0,6
indiana,May-20,0,7
indiana,Jun-20,0,4.5
indiana,Jul-20,2,6.5
indiana,Aug-20,9,9.5
indiana,Sep-20,5,8
indiana,Oct-20,2,5
indiana,Nov-20,3,3
indiana,Dec-20,1,4.5
indiana,Jan-21,7,9.5
indiana,Feb-21,1,3.5
indiana,Mar-21,2,6.5
indiana,Apr-21,2,6
indiana,May-21,2,7
indiana,Jun-21,3,4.5
indiana,Jul-21,3,6.5
indiana,Aug-21,5,9.5
indiana,Sep-21,4,8
indiana,Oct-21,4,5
indiana,Nov-21,1,3
indiana,Dec-21,2,4.5
indiana,Jan-22,6,9.5
indiana,Feb-22,2,3.5
indiana,Mar-22,6,6.5
indiana,Apr-22,3,6
indiana,May-22,7,7
indiana,Jun-22,9,4.5
indiana,Jul-22,5,6.5
indiana,Aug-22,4,9.5
indiana,Sep-22,4,8
indiana,Oct-22,12,5
indiana,Nov-22,6,3
indiana,Dec-22,2,4.5
indiana,Jan-23,11,9.5
indiana,Feb-23,0,3.5
indiana,Mar-23,9,6.5
indiana,Apr-23,7,6
indiana,May-23,10,7
indiana,Jun-23,6,4.5
indiana,Jul-23,3,6.5
indiana,Aug-23,10,9.5
indiana,Sep-23,10,8
indiana,Oct-23,7,5
indiana,Nov-23,2,3
indiana,Dec-23,5,4.5
indiana,Jan-24,8,9.5
indiana,Feb-24,8,4
indiana,Mar-24,4,6.5
indiana,Apr-24,4,6
indiana,May-24,4,7
indiana,Jun-24,2,4.5
indiana,Jul-24,10,6.5
indiana,Aug-24,9,9.5
indiana,Sep-24,6,8
indiana,Oct-24,3,5
indiana,Nov-24,4,3
indiana,Dec-24,4,4.5
indiana,Jan-25,11,9.5
indiana,Feb-25,8,3.5
indiana,Mar-25,5,6.5
indiana,Apr-25,3,6
indiana,May-25,8,7
indiana,Jun-25,8,4.5
indiana,Jul-25,8,6.5
indiana,Aug-25,1,9.5
indiana,Sep-25,7,8
indiana,Oct-25,6,5
indiana,Nov-25,0,2.5
indiana,Jan-20,5,9
indiana,Feb-20,5,4.5
indiana,Mar-20,3,6
indiana,Apr-20,0,9.5
indiana,May-20,2,7
indiana,Jun-20,2,10
indiana,Jul-20,3,11.5
indiana,Aug-20,6,11
indiana,Sep-20,3,11.5
indiana,Oct-20,3,12
indiana,Nov-20,2,7
indiana,Dec-20,2,6.5
indiana,Jan-21,6,9
indiana,Feb-21,2,4.5
indiana,Mar-21,8,6
indiana,Apr-21,2,9.5
indiana,May-21,4,7
indiana,Jun-21,5,10
indiana,Jul-21,0,11.5
indiana,Aug-21,3,11
indiana,Sep-21,6,11.5
indiana,Oct-21,6,12
indiana,Nov-21,9,7
indiana,Dec-21,3,6.5
indiana,Jan-22,6,9
indiana,Feb-22,5,4.5
indiana,Mar-22,9,6
indiana,Apr-22,3,9.5
indiana,May-22,9,7
indiana,Jun-22,5,10
indiana,Jul-22,8,11.5
indiana,Aug-22,6,11
indiana,Sep-22,11,11.5
indiana,Oct-22,12,12
indiana,Nov-22,5,7
indiana,Dec-22,6,6.5
indiana,Jan-23,6,9
indiana,Feb-23,3,4.5
indiana,Mar-23,6,6
indiana,Apr-23,6,9.5
indiana,May-23,7,7
indiana,Jun-23,7,10
indiana,Jul-23,12,11.5
indiana,Aug-23,4,11
indiana,Sep-23,5,11.5
indiana,Oct-23,17,12
indiana,Nov-23,7,7
indiana,Dec-23,3,6.5
indiana,Jan-24,12,9
indiana,Feb-24,6,4.5
indiana,Mar-24,6,6
indiana,Apr-24,12,9.5
indiana,May-24,7,7
indiana,Jun-24,13,10
indiana,Jul-24,9,11.5
indiana,Aug-24,18,11
indiana,Sep-24,15,11.5
indiana,Oct-24,7,12
indiana,Nov-24,7,7
indiana,Dec-24,10,6.5
indiana,Jan-25,12,9
indiana,Feb-25,7,4.5
indiana,Mar-25,3,6
indiana,Apr-25,4,9.5
indiana,May-25,7,7
indiana,Jun-25,6,10
indiana,Jul-25,11,11.5
indiana,Aug-25,1,11
indiana,Sep-25,10,11.5
indiana,Oct-25,11,12
indiana,Nov-25,0,7
indiana,Jan-20,1,2.5
indiana,Feb-20,0,1
indiana,Mar-20,0,3
indiana,Apr-20,0,0.5
indiana,May-20,0,3
indiana,Jun-20,0,1.5
indiana,Jul-20,0,2
indiana,Aug-20,1,2
indiana,Sep-20,0,2
indiana,Oct-20,1,1.5
indiana,Nov-20,1,1.5
indiana,Dec-20,1,2
indiana,Jan-21,2,2.5
indiana,Feb-21,0,1
indiana,Mar-21,1,3
indiana,Apr-21,0,0.5
indiana,May-21,0,3
indiana,Jun-21,0,1.5
indiana,Jul-21,1,2
indiana,Aug-21,0,2
indiana,Sep-21,1,2
indiana,Oct-21,1,1.5
indiana,Nov-21,1,1.5
indiana,Dec-21,1,2
indiana,Jan-22,0,2.5
indiana,Feb-22,4,1
indiana,Mar-22,0,3
indiana,Apr-22,0,0.5
indiana,May-22,2,3
indiana,Jun-22,0,1.5
indiana,Jul-22,1,2
indiana,Aug-22,2,2
indiana,Sep-22,1,2
indiana,Oct-22,4,1.5
indiana,Nov-22,2,1.5
indiana,Dec-22,0,2
indiana,Jan-23,4,2.5
indiana,Feb-23,0,1
indiana,Mar-23,4,3
indiana,Apr-23,0,0.5
indiana,May-23,3,3
indiana,Jun-23,1,1.5
indiana,Jul-23,2,2
indiana,Aug-23,1,2
indiana,Sep-23,2,2
indiana,Oct-23,0,1.5
indiana,Nov-23,0,1.5
indiana,Dec-23,2,2
indiana,Jan-24,1,2.5
indiana,Feb-24,2,1
indiana,Mar-24,2,3
indiana,Apr-24,1,0.5
indiana,May-24,2,3
indiana,Jun-24,1,1.5
indiana,Jul-24,2,2
indiana,Aug-24,3,2
indiana,Sep-24,2,2
indiana,Oct-24,3,1.5
indiana,Nov-24,3,1.5
indiana,Dec-24,2,2
indiana,Jan-25,1,2.5
indiana,Feb-25,1,1
indiana,Mar-25,0,3
indiana,Apr-25,2,0.5
indiana,May-25,1,3
indiana,Jun-25,2,1.5
indiana,Jul-25,0,2
indiana,Aug-25,0,2
indiana,Sep-25,1,2
indiana,Oct-25,3,1.5
indiana,Nov-25,0,1
indiana,Jan-20,2,4
indiana,Feb-20,5,2.5
indiana,Mar-20,3,4
indiana,Apr-20,0,7
indiana,May-20,0,7.5
indiana,Jun-20,3,9
indiana,Jul-20,0,7.5
indiana,Aug-20,4,4.5
indiana,Sep-20,3,9
indiana,Oct-20,6,6
indiana,Nov-20,2,9
indiana,Dec-20,2,6.5
indiana,Jan-21,1,4
indiana,Feb-21,2,2.5
indiana,Mar-21,2,4
indiana,Apr-21,3,7
indiana,May-21,1,7.5
indiana,Jun-21,1,9
indiana,Jul-21,1,7.5
indiana,Aug-21,4,4.5
indiana,Sep-21,2,9
indiana,Oct-21,8,6
indiana,Nov-21,5,9
indiana,Dec-21,2,6.5
indiana,Jan-22,5,4
indiana,Feb-22,5,2.5
indiana,Mar-22,1,4
indiana,Apr-22,2,7
indiana,May-22,9,7.5
indiana,Jun-22,8,9
indiana,Jul-22,5,7.5
indiana,Aug-22,4,4.5
indiana,Sep-22,9,9
indiana,Oct-22,5,6
indiana,Nov-22,5,9
indiana,Dec-22,1,6.5
indiana,Jan-23,3,4
indiana,Feb-23,3,2.5
indiana,Mar-23,3,4
indiana,Apr-23,9,7
indiana,May-23,5,7.5
indiana,Jun-23,5,9
indiana,Jul-23,8,7.5
indiana,Aug-23,3,4.5
indiana,Sep-23,5,9
indiana,Oct-23,7,6
indiana,Nov-23,4,9
indiana,Dec-23,5,6.5
indiana,Jan-24,5,4
indiana,Feb-24,2,2.5
indiana,Mar-24,5,4
indiana,Apr-24,5,7
indiana,May-24,10,7.5
indiana,Jun-24,13,9
indiana,Jul-24,7,7.5
indiana,Aug-24,5,4.5
indiana,Sep-24,12,9
indiana,Oct-24,5,6
indiana,Nov-24,13,9
indiana,Dec-24,8,6.5
indiana,Jan-25,10,4
indiana,Feb-25,3,2.5
indiana,Mar-25,5,4
indiana,Apr-25,4,7
indiana,May-25,10,7.5
indiana,Jun-25,2,9
indiana,Jul-25,7,7.5
indiana,Aug-25,1,4.5
indiana,Sep-25,4,9
indiana,Oct-25,6,6
indiana,Nov-25,0,7
indiana,Jan-20,6,10.5
indiana,Feb-20,2,4.5
indiana,Mar-20,3,5
indiana,Apr-20,0,4
indiana,May-20,0,5.5
indiana,Jun-20,3,7
indiana,Jul-20,1,9
indiana,Aug-20,2,7
indiana,Sep-20,8,6.5
indiana,Oct-20,1,6
indiana,Nov-20,4,1
indiana,Dec-20,2,3.5
indiana,Jan-21,2,10.5
indiana,Feb-21,1,4.5
indiana,Mar-21,4,5
indiana,Apr-21,0,4
indiana,May-21,3,5.5
indiana,Jun-21,2,7
indiana,Jul-21,2,9
indiana,Aug-21,1,7
indiana,Sep-21,3,6.5
indiana,Oct-21,7,6
indiana,Nov-21,7,1
indiana,Dec-21,1,3.5
indiana,Jan-22,7,10.5
indiana,Feb-22,5,4.5
indiana,Mar-22,6,5
indiana,Apr-22,0,4
indiana,May-22,7,5.5
indiana,Jun-22,12,7
indiana,Jul-22,4,9
indiana,Aug-22,7,7
indiana,Sep-22,4,6.5
indiana,Oct-22,6,6
indiana,Nov-22,6,1
indiana,Dec-22,1,3.5
indiana,Jan-23,8,10.5
indiana,Feb-23,4,4.5
indiana,Mar-23,4,5
indiana,Apr-23,3,4
indiana,May-23,5,5.5
indiana,Jun-23,8,7
indiana,Jul-23,3,9
indiana,Aug-23,8,7
indiana,Sep-23,5,6.5
indiana,Oct-23,7,6
indiana,Nov-23,1,1
indiana,Dec-23,3,3.5
indiana,Jan-24,13,10.5
indiana,Feb-24,5,4.5
indiana,Mar-24,5,5
indiana,Apr-24,5,4
indiana,May-24,6,5.5
indiana,Jun-24,6,7
indiana,Jul-24,15,9
indiana,Aug-24,6,7
indiana,Sep-24,8,6.5
indiana,Oct-24,5,6
indiana,Nov-24,1,1
indiana,Dec-24,4,3.5
indiana,Jan-25,8,10.5
indiana,Feb-25,4,4.5
indiana,Mar-25,3,5
indiana,Apr-25,2,4
indiana,May-25,7,5.5
indiana,Jun-25,10,7
indiana,Jul-25,3,9
indiana,Aug-25,2,7
indiana,Sep-25,9,6.5
indiana,Oct-25,5,6
indiana,Nov-25,1,0.5
indiana,Jan-20,5,5
indiana,Feb-20,4,2
indiana,Mar-20,0,3.5
indiana,Apr-20,0,2
indiana,May-20,0,2.5
indiana,Jun-20,0,2.5
indiana,Jul-20,2,3.5
indiana,Aug-20,2,5
indiana,Sep-20,1,1.5
indiana,Oct-20,2,4
indiana,Nov-20,1,7
indiana,Dec-20,0,3
indiana,Jan-21,2,5
indiana,Feb-21,1,1.5
indiana,Mar-21,1,3.5
indiana,Apr-21,0,2
indiana,May-21,4,2.5
indiana,Jun-21,1,2.5
indiana,Jul-21,2,3.5
indiana,Aug-21,6,5
indiana,Sep-21,1,1.5
indiana,Oct-21,7,4
indiana,Nov-21,2,7
indiana,Dec-21,1,3
indiana,Jan-22,1,5
indiana,Feb-22,3,1.5
indiana,Mar-22,3,3.5
indiana,Apr-22,3,2
indiana,May-22,2,2.5
indiana,Jun-22,3,2.5
indiana,Jul-22,9,3.5
indiana,Aug-22,4,5
indiana,Sep-22,2,1.5
indiana,Oct-22,4,4
indiana,Nov-22,3,7
indiana,Dec-22,1,3
indiana,Jan-23,2,5
indiana,Feb-23,3,1.5
indiana,Mar-23,4,3.5
indiana,Apr-23,2,2
indiana,May-23,3,2.5
indiana,Jun-23,3,2.5
indiana,Jul-23,3,3.5
indiana,Aug-23,8,5
indiana,Sep-23,1,1.5
indiana,Oct-23,5,4
indiana,Nov-23,2,7
indiana,Dec-23,3,3
indiana,Jan-24,8,5
indiana,Feb-24,1,2
indiana,Mar-24,3,3.5
indiana,Apr-24,2,2
indiana,May-24,2,2.5
indiana,Jun-24,2,2.5
indiana,Jul-24,4,3.5
indiana,Aug-24,2,5
indiana,Sep-24,2,1.5
indiana,Oct-24,3,4
indiana,Nov-24,12,7
indiana,Dec-24,3,3
indiana,Jan-25,8,5
indiana,Feb-25,3,1.5
indiana,Mar-25,1,3.5
indiana,Apr-25,2,2
indiana,May-25,4,2.5
indiana,Jun-25,4,2.5
indiana,Jul-25,8,3.5
indiana,Aug-25,0,5
indiana,Sep-25,1,1.5
indiana,Oct-25,3,4
indiana,Nov-25,0,5.5
indiana,Jan-20,2,0.5
indiana,Feb-20,1,1
indiana,Mar-20,0,2
indiana,Apr-20,0,0.5
indiana,May-20,0,2
indiana,Jun-20,0,0.5
indiana,Jul-20,0,0.5
indiana,Aug-20,2,0
indiana,Sep-20,0,0.5
indiana,Oct-20,0,0.5
indiana,Nov-20,0,0
indiana,Dec-20,0,1
indiana,Jan-21,0,0.5
indiana,Feb-21,0,1
indiana,Mar-21,1,2
indiana,Apr-21,2,0.5
indiana,May-21,1,2
indiana,Jun-21,0,0.5
indiana,Jul-21,0,0.5
indiana,Aug-21,3,0
indiana,Sep-21,2,0.5
indiana,Oct-21,0,0.5
indiana,Nov-21,0,0
indiana,Dec-21,0,1
indiana,Jan-22,0,0.5
indiana,Feb-22,1,1
indiana,Mar-22,1,2
indiana,Apr-22,0,0.5
indiana,May-22,1,2
indiana,Jun-22,1,0.5
indiana,Jul-22,0,0.5
indiana,Aug-22,0,0
indiana,Sep-22,3,0.5
indiana,Oct-22,2,0.5
indiana,Nov-22,0,0
indiana,Dec-22,1,1
indiana,Jan-23,1,0.5
indiana,Feb-23,1,1
indiana,Mar-23,2,2
indiana,Apr-23,1,0.5
indiana,May-23,3,2
indiana,Jun-23,1,0.5
indiana,Jul-23,0,0.5
indiana,Aug-23,0,0
indiana,Sep-23,1,0.5
indiana,Oct-23,1,0.5
indiana,Nov-23,0,0
indiana,Dec-23,0,1
indiana,Jan-24,0,0.5
indiana,Feb-24,1,1
indiana,Mar-24,2,2
indiana,Apr-24,0,0.5
indiana,May-24,1,2
indiana,Jun-24,0,0.5
