specification,n_pre_periods,n_post_periods,max_pretrend,max_pretrend_at_e,mean_pretrend,rms_pretrend,sd_pretrend,pretrend_slope,pretrend_slope_pval,pretrend_r2,pretrend_ftest_pval,n_sig_pretrends,max_treatment_effect,max_treatment_at_e,mean_treatment_effect,median_treatment_effect,rms_treatment_effect,n_sig_treatment_effects,ratio_mean,ratio_max,ratio_rms,signal_to_noise,mde_80pct,effect_to_mde_ratio,delta_star,honestdid_M0_lb,honestdid_M0_ub,honestdid_M0_sig,honestdid_M05_lb,honestdid_M05_ub,honestdid_M05_sig,honestdid_M1_lb,honestdid_M1_ub,honestdid_M1_sig,honestdid_M15_lb,honestdid_M15_ub,honestdid_M15_sig,honestdid_M2_lb,honestdid_M2_ub,honestdid_M2_sig,breakdown_M,assessment,assessment_rationale
baseline,11,25,0.1945633896084524,-6,0.12411686037037889,0.13104105824180445,0.08844729858320532,0.015004843255452352,0.07155211190273929,0.31658218000534477,8.519957772214114e-5,0,0.3630117791246726,22,0.15921863330725525,0.1337095577120017,0.19167767268021388,10,0.8356419940390893,1.8657763922350081,1.4627298897916352,1.800152586429454,0.03030932959962677,5.253122896826325,NA,-0.1073556973272638,0.3516824567617265,FALSE,-0.5810488010542583,0.827344113739944,FALSE,-1.075022750612676,1.316400000230491,FALSE,-1.5728981445493029,1.8190908976091944,FALSE,-2.0742603176140433,2.3137225071669913,FALSE,0,WEAK,Effect-to-pretrend ratio = 0.84; HonestDiD breakdown M = 0
