state_abb,month_date,filings_count,renter_occupied_housing_units,filings_per_1k_renters,treat_start,treated
HI,2020-12-01,67,183100,0.3659202621518296,NA,FALSE
HI,2021-01-01,80,183100,0.4369197160021846,NA,FALSE
HI,2021-02-01,86,183100,0.4696886947023484,NA,FALSE
HI,2021-03-01,114,183100,0.622610595303113,NA,FALSE
HI,2021-04-01,101,183100,0.551611141452758,NA,FALSE
HI,2021-05-01,106,183100,0.5789186237028946,NA,FALSE
HI,2021-06-01,103,183100,0.5625341343528126,NA,FALSE
HI,2021-07-01,105,183100,0.5734571272528672,NA,FALSE
HI,2021-08-01,168,183100,0.9175314036045876,NA,FALSE
HI,2021-09-01,212,183100,1.1578372474057892,NA,FALSE
HI,2021-10-01,196,183100,1.0704533042053523,NA,FALSE
HI,2021-11-01,184,183100,1.0049153468050245,NA,FALSE
HI,2021-12-01,259,183100,1.4145275805570727,NA,FALSE
HI,2022-01-01,185,183100,1.010376843255052,NA,FALSE
HI,2022-02-01,184,183100,1.0049153468050245,NA,FALSE
HI,2022-03-01,192,183100,1.0486073184052431,NA,FALSE
HI,2022-04-01,166,183100,0.906608410704533,NA,FALSE
HI,2022-05-01,190,183100,1.0376843255051884,NA,FALSE
HI,2022-06-01,181,183100,0.9885308574549426,NA,FALSE
HI,2022-07-01,173,183100,0.9448388858547242,NA,FALSE
HI,2022-08-01,409,183100,2.233752048061169,NA,FALSE
HI,2022-09-01,395,183100,2.1572910977607864,NA,FALSE
ID,2016-01-01,12,10312,1.1636927851047323,NA,FALSE
ID,2016-02-01,9,10312,0.8727695888285493,NA,FALSE
ID,2016-03-01,17,10312,1.6485647788983708,NA,FALSE
ID,2016-04-01,23,29515,0.7792647806200237,NA,FALSE
ID,2016-05-01,28,10312,2.7152831652443754,NA,FALSE
ID,2016-06-01,22,10312,2.133436772692009,NA,FALSE
ID,2016-07-01,22,10312,2.133436772692009,NA,FALSE
ID,2016-08-01,118,66658,1.7702301299168892,NA,FALSE
ID,2016-09-01,103,66658,1.545200876113895,NA,FALSE
ID,2016-10-01,106,66658,1.5902067268744937,NA,FALSE
ID,2016-11-01,83,66658,1.2451618710432357,NA,FALSE
ID,2016-12-01,82,66658,1.2301599207897027,NA,FALSE
ID,2017-01-01,117,66658,1.7552281796633562,NA,FALSE
ID,2017-02-01,84,66658,1.2601638212967685,NA,FALSE
ID,2017-03-01,78,87301,0.8934605560073767,NA,FALSE
ID,2017-04-01,84,85861,0.9783254329672377,NA,FALSE
ID,2017-05-01,96,66658,1.440187224339164,NA,FALSE
ID,2017-06-01,122,66658,1.830237930931021,NA,FALSE
ID,2017-07-01,128,66658,1.9202496324522187,NA,FALSE
ID,2017-08-01,115,66658,1.7252242791562904,NA,FALSE
ID,2017-09-01,125,69130,1.8081874728771878,NA,FALSE
ID,2017-10-01,155,102162,1.5171981754468393,NA,FALSE
ID,2017-11-01,135,97670,1.3822053854817242,NA,FALSE
ID,2017-12-01,124,98721,1.2560650722743893,NA,FALSE
ID,2018-01-01,198,101307,1.9544552696259883,NA,FALSE
ID,2018-02-01,164,103514,1.5843267577332534,NA,FALSE
ID,2018-03-01,155,99723,1.5543054260301035,NA,FALSE
ID,2018-04-01,188,142982,1.3148508203829852,NA,FALSE
ID,2018-05-01,242,147084,1.6453183215033587,NA,FALSE
ID,2018-06-01,216,144271,1.4971823859264857,NA,FALSE
ID,2018-07-01,242,149451,1.6192598242902356,NA,FALSE
ID,2018-08-01,238,142979,1.6645801131634717,NA,FALSE
ID,2018-09-01,214,148715,1.4389940490199375,NA,FALSE
ID,2018-10-01,296,175474,1.686859591734388,NA,FALSE
ID,2018-11-01,259,167509,1.5461855780883416,NA,FALSE
ID,2018-12-01,218,182985,1.1913544826078641,NA,FALSE
ID,2019-01-01,287,172694,1.6618990816125632,NA,FALSE
ID,2019-02-01,238,170444,1.3963530543756306,NA,FALSE
ID,2019-03-01,225,173783,1.2947181254783264,NA,FALSE
ID,2019-04-01,226,173797,1.3003676703280265,NA,FALSE
ID,2019-05-01,239,174812,1.3671830309132096,NA,FALSE
ID,2019-06-01,268,175488,1.5271699489423778,NA,FALSE
ID,2019-07-01,272,173127,1.5711009836709469,NA,FALSE
ID,2019-08-01,283,177141,1.5975973941662291,NA,FALSE
ID,2019-09-01,243,177328,1.370341965171885,NA,FALSE
ID,2019-10-01,254,175588,1.4465681026038226,NA,FALSE
ID,2019-11-01,225,180802,1.2444552604506587,NA,FALSE
ID,2019-12-01,219,180878,1.2107608443260098,NA,FALSE
ID,2020-01-01,286,180765,1.5821646889608054,NA,FALSE
ID,2020-02-01,235,173006,1.3583343930268315,NA,FALSE
ID,2020-03-01,189,176099,1.0732599276543309,NA,FALSE
ID,2020-04-01,94,158115,0.5945040002529804,NA,FALSE
ID,2020-05-01,149,173322,0.8596715939119096,NA,FALSE
ID,2020-06-01,177,170714,1.0368218189486509,NA,FALSE
ID,2020-07-01,166,171563,0.9675745935895269,NA,FALSE
ID,2020-08-01,255,183818,1.3872417282311853,NA,FALSE
ID,2020-09-01,193,172125,1.121278140885984,NA,FALSE
ID,2020-10-01,164,182043,0.9008860543937421,NA,FALSE
ID,2020-11-01,148,171450,0.863225430154564,NA,FALSE
ID,2020-12-01,189,169997,1.111784325605746,NA,FALSE
ID,2021-01-01,223,181471,1.2288464823580627,NA,FALSE
ID,2021-02-01,199,177907,1.1185619452860203,NA,FALSE
ID,2021-03-01,180,166600,1.0804321728691477,NA,FALSE
ID,2021-04-01,150,163375,0.918133129303749,NA,FALSE
ID,2021-05-01,134,170265,0.7870084867706223,NA,FALSE
ID,2021-06-01,191,175545,1.08804010367712,NA,FALSE
ID,2021-07-01,192,179705,1.0684176845385494,NA,FALSE
ID,2021-08-01,224,180646,1.2399942428838724,NA,FALSE
ID,2021-09-01,234,181037,1.2925534559233747,NA,FALSE
ID,2021-10-01,203,178183,1.139278157848953,NA,FALSE
ID,2021-11-01,156,167455,0.9315935624496133,NA,FALSE
ID,2021-12-01,148,174823,0.8465705313374099,NA,FALSE
ID,2022-01-01,181,177249,1.021162319674582,NA,FALSE
ID,2022-02-01,183,181468,1.0084422597923601,NA,FALSE
ID,2022-03-01,205,182999,1.1202247006814245,NA,FALSE
ID,2022-04-01,188,172215,1.0916586824608774,NA,FALSE
ID,2022-05-01,189,179687,1.0518290137850819,NA,FALSE
ID,2022-06-01,228,174732,1.3048554357530389,NA,FALSE
ID,2022-07-01,205,175883,1.1655475514973022,NA,FALSE
ID,2022-08-01,275,183825,1.4959880320957433,NA,FALSE
ID,2022-09-01,229,185175,1.2366680167409208,NA,FALSE
ID,2022-10-01,247,181590,1.3602070598601244,NA,FALSE
ID,2022-11-01,238,174307,1.3654070117665957,NA,FALSE
ID,2022-12-01,167,165222,1.0107612787643292,NA,FALSE
ID,2023-01-01,255,180110,1.4158014546665927,NA,FALSE
ID,2023-02-01,237,170919,1.3866217331016446,NA,FALSE
ID,2023-03-01,277,180911,1.5311396211396764,NA,FALSE
ID,2023-04-01,216,183645,1.17618230825778,NA,FALSE
ID,2023-05-01,248,177802,1.3948099571433392,NA,FALSE
ID,2023-06-01,228,184156,1.2380807576185409,NA,FALSE
ID,2023-07-01,286,181182,1.5785232528617632,NA,FALSE
ID,2023-08-01,265,181627,1.4590341744344177,NA,FALSE
ID,2023-09-01,299,179790,1.6630513376717282,NA,FALSE
ID,2023-10-01,300,177300,1.6920473773265652,NA,FALSE
ID,2023-11-01,301,180389,1.668616157304492,NA,FALSE
ID,2023-12-01,272,175812,1.547107137169249,NA,FALSE
ID,2024-01-01,338,181242,1.864909899471425,NA,FALSE
ID,2024-02-01,353,176272,2.002586911137333,NA,FALSE
ID,2024-03-01,284,184016,1.5433440570385184,NA,FALSE
ID,2024-04-01,348,177649,1.95891899194479,NA,FALSE
ID,2024-05-01,314,179221,1.7520268272133288,NA,FALSE
ID,2024-06-01,304,178246,1.7055081179942326,NA,FALSE
ID,2024-07-01,345,178911,1.928333081811627,NA,FALSE
ID,2024-08-01,350,181530,1.928055968710406,NA,FALSE
ID,2024-09-01,310,175686,1.7645116856209373,NA,FALSE
ID,2024-10-01,323,167491,1.9284618277997028,NA,FALSE
ID,2024-11-01,268,180877,1.4816698640512613,NA,FALSE
ID,2024-12-01,267,179140,1.490454393212013,NA,FALSE
ID,2025-01-01,370,185028,1.9996973431048273,NA,FALSE
ID,2025-02-01,355,172044,2.063425635302597,NA,FALSE
ID,2025-03-01,447,176330,2.5350195655872514,NA,FALSE
ID,2025-04-01,298,174870,1.7041230628466861,NA,FALSE
ID,2025-05-01,98,161082,0.6083857910877689,NA,FALSE
IN,2016-01-01,13026,786332,16.565521942385658,2019-09-01,FALSE
IN,2016-02-01,9683,777645,12.45169711114969,2019-09-01,FALSE
IN,2016-03-01,8087,768866,10.518087677176517,2019-09-01,FALSE
IN,2016-04-01,11123,770277,14.440259802642426,2019-09-01,FALSE
IN,2016-05-01,12276,780632,15.72571967329036,2019-09-01,FALSE
IN,2016-06-01,13597,782775,17.3702532656255,2019-09-01,FALSE
IN,2016-07-01,12742,783127,16.270668742106963,2019-09-01,FALSE
IN,2016-08-01,14343,777410,18.449724083816776,2019-09-01,FALSE
IN,2016-09-01,13113,785413,16.695674759648746,2019-09-01,FALSE
IN,2016-10-01,11692,779250,15.004170676932949,2019-09-01,FALSE
IN,2016-11-01,11690,780282,14.98176300363202,2019-09-01,FALSE
IN,2016-12-01,10463,775971,13.483751325758307,2019-09-01,FALSE
IN,2017-01-01,13686,782231,17.496110483987465,2019-09-01,FALSE
IN,2017-02-01,10920,785608,13.900062117493713,2019-09-01,FALSE
IN,2017-03-01,9751,782236,12.465547481834127,2019-09-01,FALSE
IN,2017-04-01,10761,782243,13.756594817722881,2019-09-01,FALSE
IN,2017-05-01,12723,780254,16.306228484570408,2019-09-01,FALSE
IN,2017-06-01,13380,785530,17.033085941975482,2019-09-01,FALSE
IN,2017-07-01,13193,783952,16.828836459375065,2019-09-01,FALSE
IN,2017-08-01,13561,785809,17.257374247431628,2019-09-01,FALSE
IN,2017-09-01,12483,784949,15.902944012923133,2019-09-01,FALSE
IN,2017-10-01,12477,787550,15.842803631515459,2019-09-01,FALSE
IN,2017-11-01,11258,784413,14.352133378717589,2019-09-01,FALSE
IN,2017-12-01,9975,781796,12.7590829321204,2019-09-01,FALSE
IN,2018-01-01,14394,778494,18.489545198806926,2019-09-01,FALSE
IN,2018-02-01,11335,781488,14.504381385254796,2019-09-01,FALSE
IN,2018-03-01,9513,783832,12.1365292562692,2019-09-01,FALSE
IN,2018-04-01,11600,786649,14.746093874142089,2019-09-01,FALSE
IN,2018-05-01,12454,788406,15.796429758271753,2019-09-01,FALSE
IN,2018-06-01,13736,785354,17.49020187074873,2019-09-01,FALSE
IN,2018-07-01,14757,784116,18.81991950170638,2019-09-01,FALSE
IN,2018-08-01,14630,787680,18.573532398943733,2019-09-01,FALSE
IN,2018-09-01,12509,786325,15.90818045973357,2019-09-01,FALSE
IN,2018-10-01,13894,785857,17.68006138521385,2019-09-01,FALSE
IN,2018-11-01,11458,784138,14.612223868757795,2019-09-01,FALSE
IN,2018-12-01,9962,778627,12.794316148810664,2019-09-01,FALSE
IN,2019-01-01,13307,782607,17.003425729644636,2019-09-01,FALSE
IN,2019-02-01,11624,785850,14.791626900808042,2019-09-01,FALSE
IN,2019-03-01,9738,787270,12.369326914527418,2019-09-01,FALSE
IN,2019-04-01,11615,785220,14.79203280609256,2019-09-01,FALSE
IN,2019-05-01,13017,787369,16.532273940172907,2019-09-01,FALSE
IN,2019-06-01,12765,788517,16.188617366524756,2019-09-01,FALSE
IN,2019-07-01,14341,789148,18.172763537384622,2019-09-01,FALSE
IN,2019-08-01,14122,791974,17.831393454835638,2019-09-01,FALSE
IN,2019-09-01,13264,789176,16.807404178535588,2019-09-01,TRUE
IN,2019-10-01,13002,787684,16.506619405751547,2019-09-01,TRUE
IN,2019-11-01,11061,789419,14.01157053478571,2019-09-01,TRUE
IN,2019-12-01,10930,788592,13.86014567735914,2019-09-01,TRUE
IN,2020-01-01,14018,789668,17.75176403247947,2019-09-01,TRUE
IN,2020-02-01,11796,788789,14.954569599728192,2019-09-01,TRUE
IN,2020-03-01,5471,786310,6.95781561979372,2019-09-01,TRUE
IN,2020-04-01,347,609653,0.5691762363180366,2019-09-01,TRUE
IN,2020-05-01,809,703330,1.1502424182105129,2019-09-01,TRUE
IN,2020-06-01,1748,754680,2.3162134944612287,2019-09-01,TRUE
IN,2020-07-01,1765,748211,2.358960239825397,2019-09-01,TRUE
IN,2020-08-01,11078,788237,14.05414868878269,2019-09-01,TRUE
IN,2020-09-01,10393,787898,13.190793732183607,2019-09-01,TRUE
IN,2020-10-01,8848,790051,11.199277008699438,2019-09-01,TRUE
IN,2020-11-01,7948,790426,10.055337248521683,2019-09-01,TRUE
IN,2020-12-01,8035,781979,10.275211994183987,2019-09-01,TRUE
IN,2021-01-01,9176,786554,11.666077599249384,2019-09-01,TRUE
IN,2021-02-01,7616,786435,9.684207849345464,2019-09-01,TRUE
IN,2021-03-01,8468,792159,10.689773138978412,2019-09-01,TRUE
IN,2021-04-01,6584,791746,8.315798248428157,2019-09-01,TRUE
IN,2021-05-01,7133,792796,8.997270420133301,2019-09-01,TRUE
IN,2021-06-01,9132,795052,11.48604116460307,2019-09-01,TRUE
IN,2021-07-01,8950,792475,11.293731663459415,2019-09-01,TRUE
IN,2021-08-01,8869,791678,11.202786991680961,2019-09-01,TRUE
IN,2021-09-01,10639,794326,13.393745137386917,2019-09-01,TRUE
IN,2021-10-01,10978,791194,13.875231611968745,2019-09-01,TRUE
IN,2021-11-01,9672,792276,12.207866955454918,2019-09-01,TRUE
IN,2021-12-01,9521,784705,12.133222038855367,2019-09-01,TRUE
IN,2022-01-01,11446,789671,14.494643971983269,2019-09-01,TRUE
IN,2022-02-01,10380,792589,13.096321044072022,2019-09-01,TRUE
IN,2022-03-01,10896,790224,13.788495413958573,2019-09-01,TRUE
IN,2022-04-01,9701,792387,12.242755118395431,2019-09-01,TRUE
IN,2022-05-01,11034,792854,13.916811922497711,2019-09-01,TRUE
IN,2022-06-01,12768,794463,16.071233021550405,2019-09-01,TRUE
IN,2022-07-01,12601,794556,15.859171663167857,2019-09-01,TRUE
IN,2022-08-01,14183,795052,17.839084739111403,2019-09-01,TRUE
IN,2022-09-01,12754,793062,16.081970892565778,2019-09-01,TRUE
IN,2022-10-01,12838,790644,16.237396350316956,2019-09-01,TRUE
IN,2022-11-01,12178,788933,15.436038294760138,2019-09-01,TRUE
IN,2022-12-01,11324,792903,14.281696500076302,2019-09-01,TRUE
IN,2023-01-01,7744,793689,9.756970299449785,2019-09-01,TRUE
IN,2023-02-01,5835,784744,7.435545859541455,2019-09-01,TRUE
IN,2023-03-01,5494,793601,6.922874341136163,2019-09-01,TRUE
IN,2023-04-01,5857,794377,7.37307349029491,2019-09-01,TRUE
IN,2023-05-01,6652,794377,8.373857752679143,2019-09-01,TRUE
IN,2023-06-01,6983,790793,8.830376596656773,2019-09-01,TRUE
IN,2023-07-01,6494,792164,8.19779742578557,2019-09-01,TRUE
IN,2023-08-01,6996,793826,8.813014438932461,2019-09-01,TRUE
IN,2023-09-01,6153,793826,7.751068874035368,2019-09-01,TRUE
IN,2023-10-01,6467,793718,8.147730050219348,2019-09-01,TRUE
IN,2023-11-01,5571,793591,7.019988885962668,2019-09-01,TRUE
IN,2023-12-01,5196,790785,6.570686090403839,2019-09-01,TRUE
IN,2024-01-01,6591,789353,8.349876417775064,2019-09-01,TRUE
IN,2024-02-01,5659,793677,7.130104563947299,2019-09-01,TRUE
IN,2024-03-01,5102,793471,6.429976646909591,2019-09-01,TRUE
IN,2024-04-01,5880,790787,7.435630580674695,2019-09-01,TRUE
IN,2024-05-01,6375,793436,8.034674504307846,2019-09-01,TRUE
IN,2024-06-01,6201,793737,7.812411415872008,2019-09-01,TRUE
IN,2024-07-01,6908,792549,8.716180324497287,2019-09-01,TRUE
IN,2024-08-01,6685,792854,8.431564953951169,2019-09-01,TRUE
IN,2024-09-01,6207,793788,7.819468170342711,2019-09-01,TRUE
IN,2024-10-01,6713,792550,8.470128067629803,2019-09-01,TRUE
IN,2024-11-01,5764,791002,7.286960083539612,2019-09-01,TRUE
IN,2024-12-01,5843,791967,7.377832662219512,2019-09-01,TRUE
IN,2025-01-01,6895,793608,8.688168466043688,2019-09-01,TRUE
IN,2025-02-01,5757,792096,7.268058417161556,2019-09-01,TRUE
IN,2025-03-01,5212,791105,6.588253139595881,2019-09-01,TRUE
IN,2025-04-01,5698,788174,7.22936813444747,2019-09-01,TRUE
IN,2025-05-01,6038,794326,7.601413021857525,2019-09-01,TRUE
IN,2025-06-01,6536,789021,8.283683197278654,2019-09-01,TRUE
IN,2025-07-01,6922,791962,8.740318348607635,2019-09-01,TRUE
IN,2025-08-01,6479,794556,8.154239600481276,2019-09-01,TRUE
IN,2025-09-01,6216,792880,7.839773988497629,2019-09-01,TRUE
KS,2016-01-01,222,76967,2.8843530344173476,2022-09-01,FALSE
KS,2016-02-01,160,76967,2.0788129977782686,2022-09-01,FALSE
KS,2016-03-01,154,76967,2.0008575103615835,2022-09-01,FALSE
KS,2016-04-01,183,76967,2.3776423662088946,2022-09-01,FALSE
KS,2016-05-01,204,76967,2.6504865721672926,2022-09-01,FALSE
KS,2016-06-01,197,76967,2.559538503514493,2022-09-01,FALSE
KS,2016-07-01,199,76967,2.5855236659867216,2022-09-01,FALSE
KS,2016-08-01,233,76967,3.0272714280146036,2022-09-01,FALSE
KS,2016-09-01,229,76967,2.975301103070147,2022-09-01,FALSE
KS,2016-10-01,194,76967,2.5205607598061506,2022-09-01,FALSE
KS,2016-11-01,184,76967,2.390634947445009,2022-09-01,FALSE
KS,2016-12-01,182,76967,2.3646497849727806,2022-09-01,FALSE
KS,2017-01-01,211,76967,2.7414346408200916,2022-09-01,FALSE
KS,2017-02-01,147,76967,1.9099094417087843,2022-09-01,FALSE
KS,2017-03-01,171,76967,2.2217313913755246,2022-09-01,FALSE
KS,2017-04-01,142,76967,1.8449465355282133,2022-09-01,FALSE
KS,2017-05-01,186,76967,2.416620109917237,2022-09-01,FALSE
KS,2017-06-01,199,76967,2.5855236659867216,2022-09-01,FALSE
KS,2017-07-01,219,76967,2.845375290709005,2022-09-01,FALSE
KS,2017-08-01,183,76967,2.3776423662088946,2022-09-01,FALSE
KS,2017-09-01,190,76967,2.468590434861694,2022-09-01,FALSE
KS,2017-10-01,209,76967,2.7154494783478635,2022-09-01,FALSE
KS,2017-11-01,201,76967,2.61150882845895,2022-09-01,FALSE
KS,2017-12-01,223,76967,2.897345615653462,2022-09-01,FALSE
KS,2018-01-01,226,76967,2.9363233593618046,2022-09-01,FALSE
KS,2018-02-01,147,76967,1.9099094417087843,2022-09-01,FALSE
KS,2018-03-01,160,76967,2.0788129977782686,2022-09-01,FALSE
KS,2018-04-01,160,76967,2.0788129977782686,2022-09-01,FALSE
KS,2018-05-01,186,76967,2.416620109917237,2022-09-01,FALSE
KS,2018-06-01,211,76967,2.7414346408200916,2022-09-01,FALSE
KS,2018-07-01,216,76967,2.8063975470006626,2022-09-01,FALSE
KS,2018-08-01,228,76967,2.9623085218340326,2022-09-01,FALSE
KS,2018-09-01,221,76967,2.8713604531812336,2022-09-01,FALSE
KS,2018-10-01,252,76967,3.274130471500773,2022-09-01,FALSE
KS,2018-11-01,194,76967,2.5205607598061506,2022-09-01,FALSE
KS,2018-12-01,185,76967,2.403627528681123,2022-09-01,FALSE
KS,2019-01-01,254,76967,3.3001156339730016,2022-09-01,FALSE
KS,2019-02-01,244,76967,3.1701898216118596,2022-09-01,FALSE
KS,2019-03-01,179,76967,2.325672041264438,2022-09-01,FALSE
KS,2019-04-01,197,76967,2.559538503514493,2022-09-01,FALSE
KS,2019-05-01,220,76967,2.8583678719451195,2022-09-01,FALSE
KS,2019-06-01,231,76967,3.001286265542375,2022-09-01,FALSE
KS,2019-07-01,221,76967,2.8713604531812336,2022-09-01,FALSE
KS,2019-08-01,235,76967,3.053256590486832,2022-09-01,FALSE
KS,2019-09-01,215,76967,2.7934049657645486,2022-09-01,FALSE
KS,2019-10-01,233,76967,3.0272714280146036,2022-09-01,FALSE
KS,2019-11-01,198,76967,2.5725310847506075,2022-09-01,FALSE
KS,2019-12-01,188,76967,2.4426052723894656,2022-09-01,FALSE
KS,2020-01-01,244,76967,3.1701898216118596,2022-09-01,FALSE
KS,2020-02-01,236,76967,3.066249171722946,2022-09-01,FALSE
KS,2020-03-01,111,76967,1.4421765172086738,2022-09-01,FALSE
KS,2020-04-01,10,76967,0.12992581236114178,2022-09-01,FALSE
KS,2020-05-01,28,76967,0.363792274611197,2022-09-01,FALSE
KS,2020-06-01,145,76967,1.883924279236556,2022-09-01,FALSE
KS,2020-07-01,101,76967,1.312250704847532,2022-09-01,FALSE
KS,2020-08-01,101,76967,1.312250704847532,2022-09-01,FALSE
KS,2020-09-01,50,76967,0.6496290618057089,2022-09-01,FALSE
KS,2020-10-01,87,76967,1.1303545675419335,2022-09-01,FALSE
KS,2020-11-01,65,76967,0.8445177803474216,2022-09-01,FALSE
KS,2020-12-01,73,76967,0.948458430236335,2022-09-01,FALSE
KS,2021-01-01,71,76967,0.9224732677641067,2022-09-01,FALSE
KS,2021-02-01,72,76967,0.9354658490002209,2022-09-01,FALSE
KS,2021-03-01,117,76967,1.520132004625359,2022-09-01,FALSE
KS,2021-04-01,50,76967,0.6496290618057089,2022-09-01,FALSE
KS,2021-05-01,62,76967,0.8055400366390791,2022-09-01,FALSE
KS,2021-06-01,142,76967,1.8449465355282133,2022-09-01,FALSE
KS,2021-07-01,108,76967,1.4031987735003313,2022-09-01,FALSE
KS,2021-08-01,114,76967,1.4811542609170163,2022-09-01,FALSE
KS,2021-09-01,176,76967,2.2866942975560955,2022-09-01,FALSE
KS,2021-10-01,182,76967,2.3646497849727806,2022-09-01,FALSE
KS,2021-11-01,154,76967,2.0008575103615835,2022-09-01,FALSE
KS,2021-12-01,124,76967,1.6110800732781583,2022-09-01,FALSE
KS,2022-01-01,176,76967,2.2866942975560955,2022-09-01,FALSE
KS,2022-02-01,146,76967,1.89691686047267,2022-09-01,FALSE
KS,2022-03-01,168,76967,2.182753647667182,2022-09-01,FALSE
KS,2022-04-01,157,76967,2.039835254069926,2022-09-01,FALSE
KS,2022-05-01,144,76967,1.8709316980004418,2022-09-01,FALSE
KS,2022-06-01,174,76967,2.260709135083867,2022-09-01,FALSE
KS,2022-07-01,214,76967,2.780412384528434,2022-09-01,FALSE
KS,2022-08-01,180,76967,2.338664622500552,2022-09-01,FALSE
KS,2022-09-01,207,76967,2.689464315875635,2022-09-01,TRUE
KS,2022-10-01,225,76967,2.92333077812569,2022-09-01,TRUE
KS,2022-11-01,206,76967,2.676471734639521,2022-09-01,TRUE
KS,2022-12-01,223,76967,2.897345615653462,2022-09-01,TRUE
KS,2023-01-01,253,76967,3.287123052736887,2022-09-01,TRUE
KS,2023-02-01,194,76967,2.5205607598061506,2022-09-01,TRUE
KS,2023-03-01,251,76967,3.261137890264659,2022-09-01,TRUE
KS,2023-04-01,221,76967,2.8713604531812336,2022-09-01,TRUE
KS,2023-05-01,260,76967,3.3780711213896866,2022-09-01,TRUE
KS,2023-06-01,249,76967,3.2351527277924306,2022-09-01,TRUE
KS,2023-07-01,229,76967,2.975301103070147,2022-09-01,TRUE
KS,2023-08-01,261,76967,3.3910637026258006,2022-09-01,TRUE
KS,2023-09-01,249,76967,3.2351527277924306,2022-09-01,TRUE
KS,2023-10-01,277,76967,3.5989450024036276,2022-09-01,TRUE
KS,2023-11-01,205,76967,2.6634791534034066,2022-09-01,TRUE
KS,2023-12-01,223,76967,2.897345615653462,2022-09-01,TRUE
KS,2024-01-01,274,76967,3.559967258695285,2022-09-01,TRUE
KS,2024-02-01,237,76967,3.0792417529590606,2022-09-01,TRUE
KS,2024-03-01,215,76967,2.7934049657645486,2022-09-01,TRUE
KS,2024-04-01,220,76967,2.8583678719451195,2022-09-01,TRUE
KS,2024-05-01,244,76967,3.1701898216118596,2022-09-01,TRUE
KS,2024-06-01,276,76967,3.5859524211675136,2022-09-01,TRUE
KS,2024-07-01,255,76967,3.3131082152091156,2022-09-01,TRUE
KS,2024-08-01,268,76967,3.4820117712786,2022-09-01,TRUE
KS,2024-09-01,228,76967,2.9623085218340326,2022-09-01,TRUE
KS,2024-10-01,271,76967,3.5209895149869426,2022-09-01,TRUE
KS,2024-11-01,240,76967,3.118219496667403,2022-09-01,TRUE
KS,2024-12-01,222,76967,2.8843530344173476,2022-09-01,TRUE
KS,2025-01-01,236,76967,3.066249171722946,2022-09-01,TRUE
KS,2025-02-01,187,76967,2.4296126911533515,2022-09-01,TRUE
KY,2016-01-01,3346,542990,6.162176099007349,NA,FALSE
KY,2016-02-01,3178,553984,5.736627772643253,NA,FALSE
KY,2016-03-01,2993,550616,5.435730164034463,NA,FALSE
KY,2016-04-01,3225,544540,5.922429940867521,NA,FALSE
KY,2016-05-01,3774,560953,6.727836378448818,NA,FALSE
KY,2016-06-01,3980,560539,7.100308809913315,NA,FALSE
KY,2016-07-01,3776,550882,6.854462480168166,NA,FALSE
KY,2016-08-01,4217,560509,7.523518801660633,NA,FALSE
KY,2016-09-01,3786,556154,6.807466996551315,NA,FALSE
KY,2016-10-01,3953,554592,7.1277623910911085,NA,FALSE
KY,2016-11-01,3371,555883,6.064225745345693,NA,FALSE
KY,2016-12-01,3383,544334,6.214934213185287,NA,FALSE
KY,2017-01-01,3477,554239,6.273466861769021,NA,FALSE
KY,2017-02-01,3374,552583,6.105870068387916,NA,FALSE
KY,2017-03-01,3248,550185,5.903468833210647,NA,FALSE
KY,2017-04-01,2886,546201,5.283769161901938,NA,FALSE
KY,2017-05-01,3856,555361,6.943231519678191,NA,FALSE
KY,2017-06-01,4184,555151,7.536688216359153,NA,FALSE
KY,2017-07-01,3544,552788,6.4111377236843055,NA,FALSE
KY,2017-08-01,4438,559629,7.930253793137954,NA,FALSE
KY,2017-09-01,3478,555747,6.258243409321148,NA,FALSE
KY,2017-10-01,4081,557607,7.318774692570215,NA,FALSE
KY,2017-11-01,3390,557699,6.078547747082207,NA,FALSE
KY,2017-12-01,3106,550301,5.644183819400656,NA,FALSE
KY,2018-01-01,3892,555192,7.010187466678194,NA,FALSE
KY,2018-02-01,3390,561595,6.03637852901112,NA,FALSE
KY,2018-03-01,3147,553710,5.683480522295064,NA,FALSE
KY,2018-04-01,3263,556009,5.868610040484956,NA,FALSE
KY,2018-05-01,3751,556382,6.741770941547355,NA,FALSE
KY,2018-06-01,3790,559649,6.772101799520771,NA,FALSE
KY,2018-07-01,3982,558278,7.132647175779809,NA,FALSE
KY,2018-08-01,3963,556434,7.122138474643893,NA,FALSE
KY,2018-09-01,3548,555615,6.38571672831007,NA,FALSE
KY,2018-10-01,3873,557416,6.948132095239462,NA,FALSE
KY,2018-11-01,3355,554604,6.049361346113623,NA,FALSE
KY,2018-12-01,2825,550910,5.1278793269318035,NA,FALSE
KY,2019-01-01,3739,553100,6.760079551618152,NA,FALSE
KY,2019-02-01,3259,552547,5.898140791643064,NA,FALSE
KY,2019-03-01,2851,561068,5.081380510027305,NA,FALSE
KY,2019-04-01,3195,554614,5.760763341711533,NA,FALSE
KY,2019-05-01,3699,557696,6.63264574248336,NA,FALSE
KY,2019-06-01,3728,560055,6.656489094821044,NA,FALSE
KY,2019-07-01,3969,559783,7.090247470894972,NA,FALSE
KY,2019-08-01,3748,557969,6.7172190569726995,NA,FALSE
KY,2019-09-01,3721,561768,6.623730792782786,NA,FALSE
KY,2019-10-01,3793,559840,6.775150042869392,NA,FALSE
KY,2019-11-01,3205,558524,5.738338907549183,NA,FALSE
