state_abb,month_date,filings_count,renter_occupied_housing_units,filings_per_1k_renters,treat_start,treated
AK,2016-01-01,238,80410,2.959830866807611,NA,FALSE
AK,2016-02-01,217,79769,2.7203550251350777,NA,FALSE
AK,2016-03-01,201,81324,2.4715951010771726,NA,FALSE
AK,2016-04-01,216,82735,2.61074515017828,NA,FALSE
AK,2016-05-01,237,80247,2.953381434819993,NA,FALSE
AK,2016-06-01,229,78837,2.904727475677664,NA,FALSE
AK,2016-07-01,219,80754,2.7119399658221264,NA,FALSE
AK,2016-08-01,244,81227,3.003927265564406,NA,FALSE
AK,2016-09-01,216,83899,2.574524130204174,NA,FALSE
AK,2016-10-01,166,79097,2.0986889515405136,NA,FALSE
AK,2016-11-01,176,79512,2.2135023644229803,NA,FALSE
AK,2016-12-01,185,80673,2.2932083844656823,NA,FALSE
AK,2017-01-01,255,81886,3.11408543584984,NA,FALSE
AK,2017-02-01,208,81089,2.5650828102455328,NA,FALSE
AK,2017-03-01,227,80932,2.8048238026985617,NA,FALSE
AK,2017-04-01,238,82594,2.881565246870233,NA,FALSE
AK,2017-05-01,229,77362,2.960109614539438,NA,FALSE
AK,2017-06-01,191,77518,2.463943858200676,NA,FALSE
AK,2017-07-01,253,83534,3.0287068738477747,NA,FALSE
AK,2017-08-01,248,77859,3.185245122593406,NA,FALSE
AK,2017-09-01,200,79323,2.521336812778135,NA,FALSE
AK,2017-10-01,180,76640,2.348643006263048,NA,FALSE
AK,2017-11-01,174,80721,2.1555728992455494,NA,FALSE
AK,2017-12-01,194,81518,2.379842488775485,NA,FALSE
AK,2018-01-01,226,82153,2.750964663493725,NA,FALSE
AK,2018-02-01,203,80172,2.532056079429227,NA,FALSE
AK,2018-03-01,216,77647,2.781820289257795,NA,FALSE
AK,2018-04-01,217,78715,2.7567807914628726,NA,FALSE
AK,2018-05-01,237,79335,2.9873321989033843,NA,FALSE
AK,2018-06-01,212,81405,2.6042626374301334,NA,FALSE
AK,2018-07-01,232,79642,2.9130358353632504,NA,FALSE
AK,2018-08-01,220,81025,2.7152113545202097,NA,FALSE
AK,2018-09-01,147,78858,1.864110172715514,NA,FALSE
AK,2018-10-01,172,80260,2.143035135808622,NA,FALSE
AK,2018-11-01,190,80466,2.361245743543857,NA,FALSE
AK,2018-12-01,171,77901,2.19509377286556,NA,FALSE
AK,2019-01-01,242,79087,3.0599213524346607,NA,FALSE
AK,2019-02-01,210,77183,2.720806395190651,NA,FALSE
AK,2019-03-01,212,80341,2.6387523182434873,NA,FALSE
AK,2019-04-01,175,80022,2.186898602884207,NA,FALSE
AK,2019-05-01,223,84182,2.6490223563232043,NA,FALSE
AK,2019-06-01,202,82277,2.455121115256998,NA,FALSE
AK,2019-07-01,226,81097,2.786786194310517,NA,FALSE
AK,2019-08-01,192,78508,2.445610638406277,NA,FALSE
AK,2019-09-01,202,79942,2.5268319531660453,NA,FALSE
AK,2019-10-01,164,75351,2.1764807368183567,NA,FALSE
AK,2019-11-01,192,76826,2.4991539322625154,NA,FALSE
AK,2019-12-01,183,80992,2.2594824180165944,NA,FALSE
AK,2020-01-01,214,80011,2.674632238067266,NA,FALSE
AK,2020-02-01,227,77400,2.9328165374677004,NA,FALSE
AK,2020-03-01,152,79214,1.918852728053122,NA,FALSE
AK,2020-04-01,41,76089,0.538842671082548,NA,FALSE
AK,2020-05-01,70,72204,0.9694753753254667,NA,FALSE
AK,2020-06-01,119,78921,1.5078369508749256,NA,FALSE
AK,2020-07-01,165,80257,2.055895435912132,NA,FALSE
AK,2020-08-01,172,79838,2.154362584233072,NA,FALSE
AK,2020-09-01,119,80660,1.475328539548723,NA,FALSE
AK,2020-10-01,119,79079,1.5048242896344162,NA,FALSE
AK,2020-11-01,111,78339,1.4169187760885382,NA,FALSE
AK,2020-12-01,105,78170,1.3432263016502495,NA,FALSE
AK,2021-01-01,113,79092,1.4287159257573459,NA,FALSE
AK,2021-02-01,92,75887,1.212328857380052,NA,FALSE
AK,2021-03-01,90,77600,1.1597938144329898,NA,FALSE
AK,2021-04-01,78,77867,1.0017080406333878,NA,FALSE
AK,2021-05-01,89,77263,1.151909710987148,NA,FALSE
AK,2021-06-01,109,79877,1.3645980695319053,NA,FALSE
AK,2021-07-01,124,75818,1.635495528766256,NA,FALSE
AK,2021-08-01,125,77752,1.6076756867990534,NA,FALSE
AK,2021-09-01,156,77634,2.0094288584898368,NA,FALSE
AK,2021-10-01,94,77034,1.2202404133239868,NA,FALSE
AK,2021-11-01,94,80780,1.163654369893538,NA,FALSE
AK,2021-12-01,94,74309,1.2649880902717032,NA,FALSE
AK,2022-01-01,138,79593,1.7338208133881121,NA,FALSE
AK,2022-02-01,131,76654,1.7089780050617058,NA,FALSE
AK,2022-03-01,206,81851,2.5167682740589608,NA,FALSE
AK,2022-04-01,195,77591,2.5131780747767136,NA,FALSE
AK,2022-05-01,213,80356,2.6507043655731994,NA,FALSE
AK,2022-06-01,194,81571,2.3782962082112515,NA,FALSE
AK,2022-07-01,176,81468,2.160357440958413,NA,FALSE
AK,2022-08-01,209,80792,2.5868897910684225,NA,FALSE
AK,2022-09-01,156,76413,2.0415374347296926,NA,FALSE
AK,2022-10-01,163,78960,2.064336372847011,NA,FALSE
AK,2022-11-01,157,76485,2.0526900699483557,NA,FALSE
AK,2022-12-01,187,78888,2.3704492444985297,NA,FALSE
AK,2023-01-01,200,79899,2.503160239802751,NA,FALSE
AK,2023-02-01,194,77093,2.5164411814302206,NA,FALSE
AK,2023-03-01,156,79814,1.9545443155336157,NA,FALSE
AK,2023-04-01,202,83614,2.4158633721625566,NA,FALSE
AK,2023-05-01,221,82458,2.680152319968954,NA,FALSE
AK,2023-06-01,235,81043,2.899695223523315,NA,FALSE
AK,2023-07-01,207,82093,2.5215304593570704,NA,FALSE
AK,2023-08-01,220,79342,2.772806332081369,NA,FALSE
AK,2023-09-01,187,79798,2.343417128248828,NA,FALSE
AK,2023-10-01,174,82157,2.1178962230850686,NA,FALSE
AK,2023-11-01,169,79977,2.1131075184115433,NA,FALSE
AK,2023-12-01,186,78899,2.3574443275580172,NA,FALSE
AK,2024-01-01,195,79459,2.4540958230030583,NA,FALSE
AK,2024-02-01,187,81362,2.2983702465524445,NA,FALSE
AK,2024-03-01,202,81824,2.4687133359405555,NA,FALSE
AK,2024-04-01,200,80431,2.486603424052915,NA,FALSE
AK,2024-05-01,167,81306,2.0539689567805572,NA,FALSE
AK,2024-06-01,184,79627,2.3107739836989967,NA,FALSE
AK,2024-07-01,187,80183,2.332165172168664,NA,FALSE
AK,2024-08-01,199,75088,2.650223737481355,NA,FALSE
AK,2024-09-01,163,77539,2.1021679412940584,NA,FALSE
AK,2024-10-01,177,79981,2.213025593578475,NA,FALSE
AK,2024-11-01,118,79181,1.490256500928253,NA,FALSE
AK,2024-12-01,179,77222,2.3179922819921783,NA,FALSE
AK,2025-01-01,181,78232,2.3136312506391246,NA,FALSE
AK,2025-02-01,159,80389,1.977882546119494,NA,FALSE
AK,2025-03-01,163,81375,2.0030721966205838,NA,FALSE
AK,2025-04-01,160,78068,2.049495311779474,NA,FALSE
AK,2025-05-01,174,80162,2.170604525835184,NA,FALSE
AK,2025-06-01,153,75189,2.034872122251925,NA,FALSE
AK,2025-07-01,219,79664,2.7490459931713196,NA,FALSE
AK,2025-08-01,172,82084,2.095414453486672,NA,FALSE
AK,2025-09-01,171,79487,2.1512951803439555,NA,FALSE
AR,2016-01-01,331,335039,0.9879446870364346,2019-07-01,FALSE
AR,2016-02-01,314,309572,1.014303619190366,2019-07-01,FALSE
AR,2016-03-01,312,363026,0.8594425743610651,2019-07-01,FALSE
AR,2016-04-01,348,340071,1.0233157193644857,2019-07-01,FALSE
AR,2016-05-01,401,353714,1.1336842759969918,2019-07-01,FALSE
AR,2016-06-01,429,352806,1.2159657148687948,2019-07-01,FALSE
AR,2016-07-01,384,357901,1.0729224003285824,2019-07-01,FALSE
AR,2016-08-01,449,332938,1.3485994389345763,2019-07-01,FALSE
AR,2016-09-01,355,338931,1.047410829932936,2019-07-01,FALSE
AR,2016-10-01,408,355336,1.1482090190692753,2019-07-01,FALSE
AR,2016-11-01,365,337499,1.0814846858805507,2019-07-01,FALSE
AR,2016-12-01,369,347249,1.0626380493536338,2019-07-01,FALSE
AR,2017-01-01,393,352693,1.1142835270334257,2019-07-01,FALSE
AR,2017-02-01,397,344613,1.1520169001169427,2019-07-01,FALSE
AR,2017-03-01,305,352153,0.8661008141347653,2019-07-01,FALSE
AR,2017-04-01,354,350341,1.0104441101669517,2019-07-01,FALSE
AR,2017-05-01,427,359514,1.1877145257208341,2019-07-01,FALSE
AR,2017-06-01,483,350445,1.3782476565509567,2019-07-01,FALSE
AR,2017-07-01,415,357452,1.1609950426910467,2019-07-01,FALSE
AR,2017-08-01,453,354310,1.2785413903079224,2019-07-01,FALSE
AR,2017-09-01,395,352415,1.120837648794745,2019-07-01,FALSE
AR,2017-10-01,466,342033,1.3624416357485973,2019-07-01,FALSE
AR,2017-11-01,449,346722,1.2949856080664048,2019-07-01,FALSE
AR,2017-12-01,348,336080,1.0354677457748156,2019-07-01,FALSE
AR,2018-01-01,466,357374,1.3039560796252665,2019-07-01,FALSE
AR,2018-02-01,427,344764,1.2385283846341266,2019-07-01,FALSE
AR,2018-03-01,389,356220,1.092021784290607,2019-07-01,FALSE
AR,2018-04-01,395,340196,1.1610953685522463,2019-07-01,FALSE
AR,2018-05-01,422,355407,1.1873710984870867,2019-07-01,FALSE
AR,2018-06-01,466,348727,1.3362888448557182,2019-07-01,FALSE
AR,2018-07-01,563,356520,1.5791540446538763,2019-07-01,FALSE
AR,2018-08-01,538,361758,1.4871820388215327,2019-07-01,FALSE
AR,2018-09-01,514,357497,1.437774303001144,2019-07-01,FALSE
AR,2018-10-01,536,357926,1.497516246374949,2019-07-01,FALSE
AR,2018-11-01,457,352613,1.2960384330696826,2019-07-01,FALSE
AR,2018-12-01,478,349008,1.3695961124100307,2019-07-01,FALSE
AR,2019-01-01,565,339597,1.6637367232337152,2019-07-01,FALSE
AR,2019-02-01,490,353117,1.3876420563156122,2019-07-01,FALSE
AR,2019-03-01,397,355994,1.1151873346179992,2019-07-01,FALSE
AR,2019-04-01,422,352244,1.198033181544611,2019-07-01,FALSE
AR,2019-05-01,522,355059,1.4701781957364832,2019-07-01,FALSE
AR,2019-06-01,504,343088,1.469010866016882,2019-07-01,FALSE
AR,2019-07-01,597,357818,1.6684459697388057,2019-07-01,TRUE
AR,2019-08-01,572,363901,1.5718560817365161,2019-07-01,TRUE
AR,2019-09-01,505,336754,1.499610992000095,2019-07-01,TRUE
AR,2019-10-01,584,368911,1.583037643225602,2019-07-01,TRUE
AR,2019-11-01,481,342947,1.4025490819281112,2019-07-01,TRUE
AR,2019-12-01,462,346512,1.3332871588862723,2019-07-01,TRUE
AR,2020-01-01,668,370334,1.8037771309142558,2019-07-01,TRUE
AR,2020-02-01,549,359691,1.526310082821088,2019-07-01,TRUE
AR,2020-03-01,400,357043,1.120313239581787,2019-07-01,TRUE
AR,2020-04-01,150,314186,0.477424200951029,2019-07-01,TRUE
AR,2020-05-01,199,326836,0.6088680561504852,2019-07-01,TRUE
AR,2020-06-01,332,344911,0.9625671550052043,2019-07-01,TRUE
AR,2020-07-01,380,343680,1.105679702048417,2019-07-01,TRUE
AR,2020-08-01,440,338758,1.2988623146907232,2019-07-01,TRUE
AR,2020-09-01,588,344628,1.7061875413489327,2019-07-01,TRUE
AR,2020-10-01,529,341606,1.5485676481092252,2019-07-01,TRUE
AR,2020-11-01,497,334430,1.4861106958107826,2019-07-01,TRUE
AR,2020-12-01,573,316223,1.8120124089645597,2019-07-01,TRUE
AR,2021-01-01,541,352654,1.534081564366206,2019-07-01,TRUE
AR,2021-02-01,382,336798,1.1342110107542207,2019-07-01,TRUE
AR,2021-03-01,528,357012,1.47894188430641,2019-07-01,TRUE
AR,2021-04-01,352,335741,1.0484272102602898,2019-07-01,TRUE
AR,2021-05-01,383,343952,1.1135274689491557,2019-07-01,TRUE
AR,2021-06-01,486,340008,1.4293781322792405,2019-07-01,TRUE
AR,2021-07-01,482,353119,1.364978944774991,2019-07-01,TRUE
AR,2021-08-01,575,326876,1.7590768364762173,2019-07-01,TRUE
AR,2021-09-01,738,365655,2.018295934692538,2019-07-01,TRUE
AR,2021-10-01,661,368325,1.7946107377994978,2019-07-01,TRUE
AR,2021-11-01,546,357181,1.5286367415959976,2019-07-01,TRUE
AR,2021-12-01,568,360943,1.5736556741646188,2019-07-01,TRUE
AR,2022-01-01,641,358769,1.7866649571172537,2019-07-01,TRUE
AR,2022-02-01,523,360348,1.451374782155028,2019-07-01,TRUE
AR,2022-03-01,665,366835,1.8128041217441084,2019-07-01,TRUE
AR,2022-04-01,648,377247,1.717707496679894,2019-07-01,TRUE
AR,2022-05-01,671,369670,1.8151324153975168,2019-07-01,TRUE
AR,2022-06-01,775,371306,2.0872272465298165,2019-07-01,TRUE
AR,2022-07-01,829,370929,2.234929056504075,2019-07-01,TRUE
AR,2022-08-01,871,368891,2.3611310658161897,2019-07-01,TRUE
AR,2022-09-01,774,372210,2.079471266220682,2019-07-01,TRUE
AR,2022-10-01,750,376434,1.9923811345415132,2019-07-01,TRUE
AR,2022-11-01,701,360107,1.9466436364747144,2019-07-01,TRUE
AR,2022-12-01,681,373898,1.8213523474316524,2019-07-01,TRUE
AR,2023-01-01,804,353402,2.275029569725129,2019-07-01,TRUE
AR,2023-02-01,625,373154,1.6749116986552468,2019-07-01,TRUE
AR,2023-03-01,664,363047,1.828964293879305,2019-07-01,TRUE
AR,2023-04-01,630,358245,1.7585730435874891,2019-07-01,TRUE
AR,2023-05-01,758,375799,2.017035702596335,2019-07-01,TRUE
AR,2023-06-01,821,362207,2.2666596725077097,2019-07-01,TRUE
AR,2023-07-01,780,354391,2.2009588279612067,2019-07-01,TRUE
AR,2023-08-01,892,363044,2.457002457002457,2019-07-01,TRUE
AR,2023-09-01,766,355089,2.15720565829975,2019-07-01,TRUE
AR,2023-10-01,749,375376,1.9953326797664208,2019-07-01,TRUE
AR,2023-11-01,665,365978,1.8170491122417194,2019-07-01,TRUE
AR,2023-12-01,727,372956,1.9492916054440739,2019-07-01,TRUE
AR,2024-01-01,804,371824,2.1623133525538965,2019-07-01,TRUE
AR,2024-02-01,828,374870,2.208765705444554,2019-07-01,TRUE
AR,2024-03-01,630,362724,1.7368577761603865,2019-07-01,TRUE
AR,2024-04-01,735,373638,1.967144669439404,2019-07-01,TRUE
AR,2024-05-01,738,365378,2.019826043166255,2019-07-01,TRUE
AR,2024-06-01,794,363342,2.185268975235453,2019-07-01,TRUE
AR,2024-07-01,967,373775,2.5871179185338775,2019-07-01,TRUE
AR,2024-08-01,825,371847,2.2186544465869025,2019-07-01,TRUE
AR,2024-09-01,797,357634,2.2285353182303695,2019-07-01,TRUE
AR,2024-10-01,778,362432,2.146609570898817,2019-07-01,TRUE
AR,2024-11-01,746,367690,2.028883026462509,2019-07-01,TRUE
AR,2024-12-01,734,356624,2.0581901386334067,2019-07-01,TRUE
AR,2025-01-01,830,370428,2.2406513546492164,2019-07-01,TRUE
AR,2025-02-01,693,361004,1.9196463197083689,2019-07-01,TRUE
AR,2025-03-01,692,374638,1.8471164163806129,2019-07-01,TRUE
AR,2025-04-01,708,357791,1.978808857685073,2019-07-01,TRUE
AR,2025-05-01,768,365881,2.099043131509972,2019-07-01,TRUE
AR,2025-06-01,888,371529,2.3901229782870246,2019-07-01,TRUE
AR,2025-07-01,920,361319,2.5462264647029356,2019-07-01,TRUE
AR,2025-08-01,931,364268,2.5558105570623826,2019-07-01,TRUE
AR,2025-09-01,843,367073,2.2965459186592314,2019-07-01,TRUE
AZ,2016-01-01,6646,745510,8.914702686751351,2021-09-01,FALSE
AZ,2016-02-01,5030,745510,6.747059060240641,2021-09-01,FALSE
AZ,2016-03-01,4757,745510,6.380866789177878,2021-09-01,FALSE
AZ,2016-04-01,5375,745510,7.209829512682593,2021-09-01,FALSE
AZ,2016-05-01,5768,745510,7.736985419377339,2021-09-01,FALSE
AZ,2016-06-01,6334,745510,8.496197234108195,2021-09-01,FALSE
AZ,2016-07-01,6734,745510,9.032742686214807,2021-09-01,FALSE
AZ,2016-08-01,6854,745510,9.19370632184679,2021-09-01,FALSE
AZ,2016-09-01,6470,745510,8.678622687824442,2021-09-01,FALSE
AZ,2016-10-01,6467,745510,8.674598596933643,2021-09-01,FALSE
AZ,2016-11-01,6058,745510,8.125980872154633,2021-09-01,FALSE
AZ,2016-12-01,5913,745510,7.931483145765986,2021-09-01,FALSE
AZ,2017-01-01,6594,745510,8.844951777977492,2021-09-01,FALSE
AZ,2017-02-01,5503,745510,7.3815240573567085,2021-09-01,FALSE
AZ,2017-03-01,4705,745510,6.311115880404019,2021-09-01,FALSE
AZ,2017-04-01,5303,745510,7.113251331303403,2021-09-01,FALSE
AZ,2017-05-01,5963,745510,7.998551327279312,2021-09-01,FALSE
AZ,2017-06-01,6514,745510,8.73764268755617,2021-09-01,FALSE
AZ,2017-07-01,6777,745510,9.090421322316267,2021-09-01,FALSE
AZ,2017-08-01,7048,745510,9.453930866118496,2021-09-01,FALSE
AZ,2017-09-01,6771,745510,9.082373140534667,2021-09-01,FALSE
AZ,2017-10-01,6747,745510,9.05018041340827,2021-09-01,FALSE
AZ,2017-11-01,6188,745510,8.300358144089282,2021-09-01,FALSE
AZ,2017-12-01,5884,745510,7.892583600488257,2021-09-01,FALSE
AZ,2018-01-01,6650,745510,8.920068141272418,2021-09-01,FALSE
AZ,2018-02-01,5661,745510,7.59345951093882,2021-09-01,FALSE
AZ,2018-03-01,4883,745510,6.549878606591461,2021-09-01,FALSE
AZ,2018-04-01,5372,745510,7.205805421791793,2021-09-01,FALSE
AZ,2018-05-01,6318,745510,8.47473541602393,2021-09-01,FALSE
AZ,2018-06-01,6547,745510,8.781907687354964,2021-09-01,FALSE
AZ,2018-07-01,6856,745510,9.196389049107323,2021-09-01,FALSE
AZ,2018-08-01,7181,745510,9.632332228943945,2021-09-01,FALSE
AZ,2018-09-01,6770,745510,9.081031776904402,2021-09-01,FALSE
AZ,2018-10-01,7209,745510,9.669890410591407,2021-09-01,FALSE
AZ,2018-11-01,6562,745510,8.802028141808963,2021-09-01,FALSE
AZ,2018-12-01,6258,745510,8.394253598207937,2021-09-01,FALSE
AZ,2019-01-01,7162,745510,9.60684631996888,2021-09-01,FALSE
AZ,2019-02-01,5930,745510,7.954286327480517,2021-09-01,FALSE
AZ,2019-03-01,4941,745510,6.627677697146919,2021-09-01,FALSE
AZ,2019-04-01,5758,745510,7.723571783074673,2021-09-01,FALSE
AZ,2019-05-01,6464,745510,8.670574506042843,2021-09-01,FALSE
AZ,2019-06-01,6438,745510,8.635699051655914,2021-09-01,FALSE
AZ,2019-07-01,6985,745510,9.369424957411704,2021-09-01,FALSE
AZ,2019-08-01,7091,745510,9.511609502219956,2021-09-01,FALSE
AZ,2019-09-01,6945,745510,9.315770412201044,2021-09-01,FALSE
AZ,2019-10-01,7405,745510,9.932797682123647,2021-09-01,FALSE
AZ,2019-11-01,6661,745510,8.93482314120535,2021-09-01,FALSE
AZ,2019-12-01,6742,745510,9.043473595256938,2021-09-01,FALSE
AZ,2020-01-01,12492,745510,16.756314469289478,2021-09-01,FALSE
AZ,2020-02-01,12014,745510,16.11514265402208,2021-09-01,FALSE
AZ,2020-03-01,8360,745510,11.213799949028182,2021-09-01,FALSE
AZ,2020-04-01,3778,745510,5.067671795146946,2021-09-01,FALSE
AZ,2020-05-01,3269,745510,4.384917707341283,2021-09-01,FALSE
AZ,2020-06-01,3603,745510,4.832933159850304,2021-09-01,FALSE
AZ,2020-07-01,3895,745510,5.22461133988813,2021-09-01,FALSE
AZ,2020-08-01,4800,745510,6.438545425279339,2021-09-01,FALSE
AZ,2020-09-01,6163,745510,8.266824053332618,2021-09-01,FALSE
AZ,2020-10-01,7240,745510,9.711472683129669,2021-09-01,FALSE
AZ,2020-11-01,6822,745510,9.15078268567826,2021-09-01,FALSE
AZ,2020-12-01,9042,745510,12.128609944869956,2021-09-01,FALSE
AZ,2021-01-01,7002,745510,9.392228139126235,2021-09-01,FALSE
AZ,2021-02-01,6818,745510,9.145417231157195,2021-09-01,FALSE
AZ,2021-03-01,7043,745510,9.447224047967163,2021-09-01,FALSE
AZ,2021-04-01,5312,745510,7.125323603975802,2021-09-01,FALSE
AZ,2021-05-01,5576,745510,7.479443602366166,2021-09-01,FALSE
AZ,2021-06-01,6405,745510,8.591434051857117,2021-09-01,FALSE
AZ,2021-07-01,7667,745510,10.284234953253478,2021-09-01,FALSE
AZ,2021-08-01,6499,745510,8.717522233102171,2021-09-01,FALSE
AZ,2021-09-01,9281,745510,12.449195852503655,2021-09-01,TRUE
AZ,2021-10-01,10122,745510,13.577282665557806,2021-09-01,TRUE
AZ,2021-11-01,8344,745510,11.192338130943918,2021-09-01,TRUE
AZ,2021-12-01,9624,745510,12.909283577685075,2021-09-01,TRUE
AZ,2022-01-01,11485,745510,15.405561293611084,2021-09-01,TRUE
AZ,2022-02-01,9832,745510,13.188287212780512,2021-09-01,TRUE
AZ,2022-03-01,10314,745510,13.83482448256898,2021-09-01,TRUE
AZ,2022-04-01,9249,745510,12.406272216335127,2021-09-01,TRUE
AZ,2022-05-01,10623,745510,14.249305844321338,2021-09-01,TRUE
AZ,2022-06-01,12687,745510,17.017880377191453,2021-09-01,TRUE
AZ,2022-07-01,13934,745510,18.690560824133815,2021-09-01,TRUE
AZ,2022-08-01,14205,745510,19.054070367936045,2021-09-01,TRUE
AZ,2022-09-01,13911,745510,18.659709460637686,2021-09-01,TRUE
AZ,2022-10-01,12578,745510,16.871671741492403,2021-09-01,TRUE
AZ,2022-11-01,11738,745510,15.744926292068516,2021-09-01,TRUE
AZ,2022-12-01,12497,745510,16.76302128744081,2021-09-01,TRUE
AZ,2023-01-01,15284,745510,20.501401724993627,2021-09-01,TRUE
AZ,2023-02-01,12561,745510,16.84886855977787,2021-09-01,TRUE
AZ,2023-03-01,12603,745510,16.905205832249063,2021-09-01,TRUE
AZ,2023-04-01,13501,745510,18.109750372228408,2021-09-01,TRUE
AZ,2023-05-01,14849,745510,19.91790854582769,2021-09-01,TRUE
AZ,2023-06-01,15102,745510,20.25727354428512,2021-09-01,TRUE
AZ,2023-07-01,15341,745510,20.57785945191882,2021-09-01,TRUE
AZ,2023-08-01,16597,745510,22.262612171533583,2021-09-01,TRUE
AZ,2023-09-01,16819,745510,22.56039489745275,2021-09-01,TRUE
AZ,2023-10-01,17183,745510,23.048651258869768,2021-09-01,TRUE
AZ,2023-11-01,14470,745510,19.409531729956672,2021-09-01,TRUE
AZ,2023-12-01,15256,745510,20.463843543346165,2021-09-01,TRUE
AZ,2024-01-01,17329,745510,23.24449034888868,2021-09-01,TRUE
AZ,2024-02-01,14650,745510,19.65097718340465,2021-09-01,TRUE
AZ,2024-03-01,13192,745510,17.69526901047605,2021-09-01,TRUE
AZ,2024-04-01,14367,745510,19.271371276039222,2021-09-01,TRUE
AZ,2024-05-01,15110,745510,20.26800445332725,2021-09-01,TRUE
AZ,2024-06-01,15312,745510,20.538959906641093,2021-09-01,TRUE
AZ,2024-07-01,16890,745510,22.655631715201675,2021-09-01,TRUE
AZ,2024-08-01,16887,745510,22.651607624310873,2021-09-01,TRUE
AZ,2024-09-01,15999,745510,21.460476720634198,2021-09-01,TRUE
AZ,2024-10-01,16350,745510,21.93129535485775,2021-09-01,TRUE
AZ,2024-11-01,13891,745510,18.632882188032355,2021-09-01,TRUE
AZ,2024-12-01,15681,745510,21.03392308620944,2021-09-01,TRUE
AZ,2025-01-01,16249,745510,21.79581762820083,2021-09-01,TRUE
AZ,2025-02-01,14997,745510,20.116430363107135,2021-09-01,TRUE
AZ,2025-03-01,6804,151661,44.863214669559085,2021-09-01,TRUE
AZ,2025-04-01,7139,151661,47.07208840769875,2021-09-01,TRUE
AZ,2025-05-01,7960,151661,52.48547747937835,2021-09-01,TRUE
AZ,2025-06-01,7971,151661,52.558007661824725,2021-09-01,TRUE
AZ,2025-07-01,8095,151661,53.375620627583885,2021-09-01,TRUE
AZ,2025-08-01,8424,151661,55.54493244802553,2021-09-01,TRUE
AZ,2025-09-01,8202,151661,54.08114149319865,2021-09-01,TRUE
AZ,2025-10-01,7559,0,NA,2021-09-01,TRUE
AZ,2025-11-01,0,0,NA,2021-09-01,TRUE
CO,2019-01-01,3760,613689,6.126881857096999,2020-05-01,FALSE
CO,2019-02-01,3285,612940,5.359415277188631,2020-05-01,FALSE
CO,2019-03-01,2764,613967,4.501870621710939,2020-05-01,FALSE
CO,2019-04-01,3077,614905,5.004025011993723,2020-05-01,FALSE
CO,2019-05-01,3291,614394,5.35649762204709,2020-05-01,FALSE
CO,2019-06-01,2414,614437,3.928799860685473,2020-05-01,FALSE
CO,2019-07-01,3080,614319,5.013681816775975,2020-05-01,FALSE
CO,2019-08-01,2873,613886,4.680022023633052,2020-05-01,FALSE
CO,2019-09-01,2991,614604,4.866548216412519,2020-05-01,FALSE
CO,2019-10-01,3119,614262,5.0776378809042395,2020-05-01,FALSE
CO,2019-11-01,2675,612734,4.365679071179337,2020-05-01,FALSE
CO,2019-12-01,3015,613682,4.91296795408697,2020-05-01,FALSE
CO,2020-01-01,3155,609955,5.172512726348665,2020-05-01,FALSE
CO,2020-02-01,3091,608322,5.081190553687027,2020-05-01,FALSE
CO,2020-03-01,1438,602496,2.38673783726365,2020-05-01,FALSE
CO,2020-04-01,94,536125,0.17533224527861974,2020-05-01,FALSE
CO,2020-05-01,115,527602,0.2179673314354381,2020-05-01,TRUE
CO,2020-06-01,529,604058,0.8757437199739098,2020-05-01,TRUE
CO,2020-07-01,1062,608589,1.745020038153828,2020-05-01,TRUE
CO,2020-08-01,1454,607271,2.39431818743197,2020-05-01,TRUE
CO,2020-09-01,1763,604890,2.914579510324191,2020-05-01,TRUE
CO,2020-10-01,1052,609588,1.7257557563469097,2020-05-01,TRUE
CO,2020-11-01,894,590654,1.513576476244976,2020-05-01,TRUE
CO,2020-12-01,919,589939,1.5577881780997695,2020-05-01,TRUE
CO,2021-01-01,2005,601388,3.333954119470292,2020-05-01,TRUE
CO,2021-02-01,1656,601679,2.7522981523370436,2020-05-01,TRUE
CO,2021-03-01,1780,602050,2.9565650693463996,2020-05-01,TRUE
CO,2021-04-01,1276,608206,2.097973384017915,2020-05-01,TRUE
CO,2021-05-01,809,602496,1.342747503717867,2020-05-01,TRUE
CO,2021-06-01,1578,601694,2.6225955385960305,2020-05-01,TRUE
CO,2021-07-01,1635,608227,2.688141105212363,2020-05-01,TRUE
CO,2021-08-01,1923,604996,3.178533411791152,2020-05-01,TRUE
CO,2021-09-01,2074,605180,3.4270795465811825,2020-05-01,TRUE
CO,2021-10-01,2194,603756,3.6339183378715907,2020-05-01,TRUE
CO,2021-11-01,2457,607774,4.04262110587159,2020-05-01,TRUE
CO,2021-12-01,2631,603550,4.359208019219618,2020-05-01,TRUE
CO,2022-01-01,2817,607182,4.63946559680623,2020-05-01,TRUE
CO,2022-02-01,2647,605718,4.370020372516584,2020-05-01,TRUE
CO,2022-03-01,2939,606433,4.846372146634501,2020-05-01,TRUE
CO,2022-04-01,2573,607544,4.235084207892761,2020-05-01,TRUE
CO,2022-05-01,2628,610603,4.303942168643128,2020-05-01,TRUE
CO,2022-06-01,3252,606842,5.35889078211462,2020-05-01,TRUE
CO,2022-07-01,3167,604624,5.237966074783667,2020-05-01,TRUE
CO,2022-08-01,3209,607663,5.280887597237284,2020-05-01,TRUE
CO,2022-09-01,3407,604451,5.636519750980642,2020-05-01,TRUE
CO,2022-10-01,3386,602041,5.624201673972371,2020-05-01,TRUE
