e,estimate,se,t_stat,p_value,lo,hi
-24,0.09169253591566123,0.06277171086839542,1.4607302341639217,0.1444268738882308,-0.03133775663435523,0.2147228284656777
-23,0.10216928131023068,0.0686463126957299,1.488343325344932,0.13699900355012248,-0.03237501924487457,0.23671358186533592
-22,0.08556801564294281,0.06613077393943502,1.2939212796951254,0.19601350578584312,-0.04404591954810977,0.21518195083399538
-21,0.04944116112943771,0.05517894130677649,0.8960150368699784,0.3704763442162319,-0.05870757653689368,0.1575898987957691
-20,0.05700206903139533,0.06092864514933158,0.9355545144929368,0.34974520226545824,-0.06241588108811558,0.17642001915090624
-19,0.05689200155602557,0.06488508973129999,0.8768116340999892,0.38081514547277096,-0.07028043745097205,0.18406444056302318
-18,0.06306553975091052,0.04907884762590989,1.2849841184456972,0.19911742481312922,-0.03312723399860197,0.15925831350042302
-17,0.05176900689139044,0.03879508745196318,1.334421708817948,0.18239196500854918,-0.02426796729153914,0.12780598107432
-16,0.06629554115764408,0.03755538717791428,1.7652738032915665,0.07784554214891723,-0.0073116651365252305,0.1399027474518134
-15,0.08610104023965592,0.03591813633182968,2.3971466516027315,0.016719543445794394,0.01570278663747017,0.1564992938418417
-14,0.08954723830508036,0.03616363224089293,2.4761682595539334,0.013456920753704586,0.018667821562778714,0.16042665504738202
-13,0.05222568265610206,0.040613432042969494,1.2859214311375278,0.1987902127905886,-0.02737518143668312,0.13182654674888722
-12,-0.19600493518812115,0.22338375181112066,-0.8774359531477951,0.3804762558650151,-0.6338290434693515,0.24181917309310927
-11,0.009203235917499372,0.04667157947074407,0.19719143902700764,0.8437207707219587,-0.08227137894675794,0.10067785078175669
-10,0.03819671520370142,0.03944900166174646,0.9682555602095407,0.333168215176201,-0.03912190727938236,0.11551533768678521
-9,-0.005963621433877096,0.04736516070754865,-0.12590734085542046,0.8998324555986387,-0.09879763054262411,0.08687038767486993
-8,0.054604712537990374,0.06232207059777392,0.8761697423439072,0.38116376732451107,-0.0675443012756091,0.17675372635158987
-7,-0.02901144696133755,0.027274443010045574,-1.0636861383622835,0.2877467140891682,-0.08246837295941709,0.02444547903674198
-6,0.048950042791205295,0.04785807070843482,1.0228168847303327,0.3066601253383276,-0.04485005216689823,0.14275013774930884
-5,0.11308030567052477,0.05104524873083794,2.2152954189095686,0.026981134638137647,0.013033456576193536,0.213127154764856
-4,0.04801593520205019,0.018280683864318647,2.6265940354545827,0.008766094288659126,0.012186453215223159,0.08384541718887722
-3,0.05577821538351887,0.056841952263259714,0.9812860600773489,0.3267066233395878,-0.05562996386341514,0.16718639463045287
-2,0.04625781721756655,0.047082305182904204,0.9824883687802731,0.326114556409665,-0.04602180525004918,0.13853743968518228
0,0.024104781527731968,0.04974559882590327,0.4845610887526446,0.6281016982961529,-0.07339480056041642,0.12160436361588034
1,0.005772218753684527,0.029267831683056363,0.1972205804718414,0.8436979735631145,-0.05159167725068624,0.06313611475805529
2,-0.0714612871091996,0.04348754227462346,-1.643258813246382,0.10066704533672938,-0.15669530374362461,0.013772729525225402
3,-0.06821395929187239,0.04306982048841501,-1.5837994799681296,0.11357896548901324,-0.15262925626977109,0.016201337686026315
4,-0.03927398138074394,0.05341007497685629,-0.7353290815967247,0.4623242952441583,-0.1439558047469662,0.0654078419854783
5,-0.04993457334938871,0.06931305083740218,-0.7204209415991165,0.47144669611993273,-0.18578565664929075,0.08591650995051335
6,-0.05159351868317939,0.04945837840863241,-1.0431704464086173,0.29714015198143046,-0.14853015909785233,0.04534312173149353
7,-8.553128765742407e-4,0.03224211215495814,-0.026527817795048272,0.9788420309552431,-0.06404869148579329,0.062338065732644804
8,0.06529695224514334,0.04352058540089625,1.5003693457624916,0.1338577910554384,-0.02000182772671294,0.15059573221699962
9,0.015591467672257213,0.04228207562913323,0.3687488714843121,0.7123987550983211,-0.06727987775244262,0.09846281309695706
10,-0.0010774811181320162,0.042391886188662374,-0.025417154436977764,0.9797276750367593,-0.08416405128463117,0.08200908904836715
11,-0.07003893923561896,0.03538025469344078,-1.9796052866912695,0.04804207316102101,-0.13938296419861707,-6.949142726208474e-4
12,-0.03660540590073446,0.038399188338359196,-0.9532859282904993,0.3406926520467468,-0.1118664320794889,0.03865562027801998
