e,estimate,se,t_stat,p_value,lo,hi
-12,-0.13099494507795087,0.19624441839006135,-0.6675091508466822,0.5045100912413962,-0.5156269372894808,0.25363704713357915
-11,0.04690031149377996,0.12864552336088264,0.36457010138015405,0.7154639288443383,-0.2052402810658561,0.299040904053416
-10,0.1005256449041317,0.10856178645346598,0.9259763328159776,0.3545498538563987,-0.11225154664198987,0.31330283645025325
-9,0.11540724701031126,0.12554544742219065,0.9192467698347824,0.3580573761874878,-0.13065730836014933,0.3614718023807718
-8,0.1489366767471752,0.11263411572084239,1.3223051985093641,0.18619047630084454,-0.07182213349619251,0.3696954869905429
-7,0.13295672117452045,0.08792141657055949,1.5122222361808606,0.13060683649032412,-0.039366088773519214,0.3052795311225601
-6,0.1945633896084524,0.11202729946813234,1.7367497969885328,0.08255754797350974,-0.02500608263437004,0.41413286185127485
-5,0.1832489304602884,0.09827865892347805,1.8645851751291203,0.06235955335069525,-0.009373701478624513,0.3758715623992013
-4,0.06399449602663307,0.13982736831985623,0.4576678857335364,0.6472318129917001,-0.21006210993330196,0.33805110198656807
-3,0.12734286229823386,0.13442783160572333,0.9472953686534967,0.3435820946003122,-0.13613084616879897,0.39081657076526666
-2,0.12041423927269064,0.0832973147891346,1.4455956902994622,0.14841905751130455,-0.04284549772290873,0.28367397626829
0,0.0018515871265756545,0.06163697794823942,0.030040199701720494,0.9760374496818223,-0.11895466976786308,0.12265784402101439
1,0.15787988537383574,0.05664528224092387,2.7871674237995774,0.005358262297149358,0.046857172287518664,0.2689025984601528
2,0.12823093476337477,0.08832928863329534,1.4517374332735051,0.14670318754519476,-0.04489128973792722,0.30135315926467676
3,0.092589772036469,0.09647989953230736,0.9596793993910026,0.33731167849875665,-0.09650735627889616,0.28168690035183414
4,0.15915899424762045,0.087618305745977,1.8165039016966869,0.06941575961972275,-0.012569729400913277,0.3308877178961542
5,0.12548244368547004,0.08281741116157611,1.5151698408038232,0.12985892458393938,-0.03683669948406457,0.2878015868550047
6,0.07510790203813562,0.1081199547753395,0.6946719705368077,0.4873270374555547,-0.13680331533162915,0.2870191194079004
7,0.1337095577120017,0.0961938592047734,1.3900009711364887,0.16465537402259836,-0.05482694186327089,0.3222460572872743
8,-0.0420838194019517,0.28130883404220514,-0.14960006337958734,0.8810925219785513,-0.5934390026576287,0.5092713638537253
9,0.10341221832911313,0.11584194072593273,0.8927010172746782,0.37210533633114906,-0.12363381339293869,0.3304582500511649
10,0.20177631045470207,0.08589890156939733,2.3489975630443642,0.01890338899818982,0.03341755706713223,0.3701350638422719
11,0.06430862386826589,0.13995870689082432,0.45948283816619023,0.6459284066528551,-0.21000540096054757,0.33862264869707936
12,0.001964486379595329,0.16014317490017363,0.012267062775668741,0.9902135483383714,-0.3119103687946436,0.3158393415538343
13,0.0459856694953718,0.13086600045386584,0.35139508608718517,0.7253223082115461,-0.21050697819500752,0.30247831718575113
14,0.1180385307832175,0.12780607149053405,0.9235752997224393,0.35579879961342353,-0.13245676634378054,0.3685338279102155
15,0.1285043712311157,0.1354527144113135,0.9487028132998605,0.3428657332783088,-0.13697807062324824,0.3939868130854796
16,0.24576399704308227,0.09279231392313933,2.6485382964654884,0.008136159071578367,0.06389440371159463,0.42763359037456994
17,0.22199512006345667,0.08581245647853115,2.586980132878449,0.009739479827387468,0.053805795940624845,0.3901844441862885
18,0.21229262525935216,0.10912270690492736,1.945448672239327,0.05183570631821977,-0.0015839501698256542,0.42616920068853
19,0.23418058632145977,0.11371272894875091,2.059405208954245,0.03956131766334486,0.011307732998142861,0.4570534396447767
20,0.23793727401036388,0.1184755865486227,2.008323241452903,0.04471896480870077,0.005729391327805394,0.47014515669292234
21,0.3590720885129608,0.11935445491288889,3.0084514966368903,0.002652672028400057,0.12514165548928893,0.5930025215366327
22,0.3630117791246726,0.11380635281225641,3.1897321208731144,0.001442106747293069,0.1399554264007914,0.5860681318485538
23,0.3268449404361278,0.10681302550195564,3.0599726849806683,0.002237657165393949,0.11749525737253647,0.536194623499719
24,0.28344995378699284,0.11891876024552508,2.3835596099536285,0.017222177527553364,0.0503734666196102,0.5165264409543755
