n_states,n_switchers,n_never,n_sims,outcome,alpha,err_mode,rho_used,min_pool,exclude_start,exclude_end,drop_start,drop_end,type1_at_effect0,fail_rate_effect0,p0_q05,p0_q50,p0_q95,mean_att0,mean_se0
37,23,14,2000,log1p_filings_count,0.05,iid_month,NA,10,NA,NA,NA,NA,0.0575,0,0.04583130576925161,0.4627746545326457,0.9520813382840152,-3.460777771068242e-4,0.024686111911020155
