egt,att,se,method,t_stat,p_value,ci_lo,ci_hi
3,0.0860340312711349,0.023759012531510616,TWFE_SunAb,3.621111405915185,3.005626492895962e-4,0.03946722240113829,0.13260084014113152
4,0.08082521802942133,0.02933193253742817,TWFE_SunAb,2.7555367491141824,0.0059121402671876684,0.02333568665910358,0.1383147493997391
5,0.11180220520734056,0.03312388232816974,TWFE_SunAb,3.3752747971894568,7.513588049546701e-4,0.04688058881598514,0.17672382159869598
6,0.13680405238579135,0.03963843338071879,TWFE_SunAb,3.4512981648850065,5.693597348612131e-4,0.0591141505559923,0.21449395421559042
7,0.1348218498810439,0.04172159540121251,TWFE_SunAb,3.231464391151392,0.0012513696810533288,0.05304902551711546,0.21659467424497234
8,0.18964746747879538,0.025635241990801704,TWFE_SunAb,7.397919923940786,2.0168473811817055e-13,0.13940331644185516,0.2398916185157356
9,0.1485906481068739,0.022922770073232086,TWFE_SunAb,6.482229138632317,1.1323848401546188e-10,0.10366284433744644,0.19351845187630135
10,0.14988242159915555,0.03495275695309997,TWFE_SunAb,4.2881430440600035,1.8865365869924157e-5,0.08137627681069767,0.21838856638761342
11,0.15257836173844536,0.034518519946523545,TWFE_SunAb,4.420188408275365,1.0383875510588597e-5,0.08492330584363177,0.22023341763325893
12,0.1501906782416254,0.036346958168712716,TWFE_SunAb,4.132138858621429,3.740578288020983e-5,0.07895194928336459,0.22142940719988624
13,0.16772622926018776,0.030832802401685813,TWFE_SunAb,5.4398632688353095,5.978366116252397e-8,0.10729504701044351,0.22815741150993202
14,0.09407538846014285,0.04735499257897361,TWFE_SunAb,1.9865991595976695,0.047101612991966156,0.0012613085171930688,0.18688946840309262
15,0.004065722132489679,0.04763133741581956,TWFE_SunAb,0.08535813506549472,0.9319851256213523,-0.08928998373799175,0.09742142800297111
16,0.07425842719973347,0.05980010917535124,TWFE_SunAb,1.2417774519773241,0.21446270296243655,-0.042947633055518145,0.19146448745498507
17,0.029543328363108568,0.06629438343757853,TWFE_SunAb,0.4456384814397735,0.6559061176225016,-0.10039127555183396,0.1594779322780511
18,0.02208215775530706,0.06268544390438761,TWFE_SunAb,0.3522693049599899,0.7246730170245239,-0.1007790546521985,0.1449433701628126
19,0.03709549938106646,0.07662485619023467,TWFE_SunAb,0.4841183556543371,0.6283543039092221,-0.11308645907235446,0.18727745783448738
20,0.10312236896435631,0.07307877154857045,TWFE_SunAb,1.4111125129657924,0.15836528078830645,-0.040109391305272135,0.24635412923398475
21,0.1682297786520226,0.08069626845862744,TWFE_SunAb,2.084728102864795,0.037219184708015725,0.010067998786337323,0.32639155851770785
22,0.12024727702481773,0.07789796198734518,TWFE_SunAb,1.5436511297221402,0.12282935305330492,-0.03242992293944895,0.2729244769890844
23,0.12446564965117837,0.08303453364671484,TWFE_SunAb,1.4989624700096416,0.13403947054035495,-0.03827904576946198,0.28721034507181875
24,0.15450516068141026,0.0763437285174946,TWFE_SunAb,2.0238094691170936,0.0431210408771121,0.004874202341617451,0.3041361190212031
25,0.14266583162580207,0.1988791533969089,TWFE_SunAb,0.7173493510457566,0.4732414225340228,-0.24713014630795596,0.5324618095595601
26,0.08087132042179057,0.3025164184942396,TWFE_SunAb,0.26732869846973445,0.7892433554958415,-0.5120499645589656,0.6737926054025467
27,0.09921166477087362,0.2385106693004847,TWFE_SunAb,0.41596321481905296,0.6774810635355686,-0.36826065698661936,0.5666839865283666
28,-0.038761994996694374,0.2449624427716271,TWFE_SunAb,-0.15823648130759088,0.8742862588242997,-0.5188795603940375,0.4413555704006487
29,0.001929404374640939,0.2328630506353148,TWFE_SunAb,0.008285575446070084,0.9933899602673115,-0.45447378820070283,0.45833259694998474
30,-0.008014351516438395,0.20074284467669343,TWFE_SunAb,-0.039923472885650874,0.9681580787204607,-0.40146309723687545,0.3854343942039987
31,0.007092676919624202,0.13744244031580272,TWFE_SunAb,0.051604707420264774,0.9588487656359876,-0.26228955604664494,0.2764749098858934
32,0.08125778427965874,0.12243466232692406,TWFE_SunAb,0.6636828389552368,0.5069689872720007,-0.1587097443404353,0.32122531289975276
33,0.05236735930337433,0.11582570638461785,TWFE_SunAb,0.4521220801320227,0.6512295344028436,-0.17464685369438757,0.27938157230113625
34,0.0034217230590094377,0.12065789228281086,TWFE_SunAb,0.028358883072391466,0.9773787161223846,-0.23306340026581307,0.23990684638383197
35,0.052091349115890015,0.13051969320360995,TWFE_SunAb,0.3991071985943747,0.6898563646793197,-0.20372254883640267,0.30790524706818273
36,0.04135563375056022,0.12487766261041282,TWFE_SunAb,0.33116918499331216,0.7405510111799143,-0.20340008743939292,0.2861113549405134
37,0.008705441366824634,0.13078132813138885,TWFE_SunAb,0.06656486435188022,0.9469346986094196,-0.24762125162101242,0.26503213435466166
38,-0.00605722091321996,0.11861033956676205,TWFE_SunAb,-0.05106823684465164,0.9592761904261273,-0.23852921465813964,0.22641477283169975
39,0.005805599645617637,0.13682019205826895,TWFE_SunAb,0.042432330771361215,0.9661582447933075,-0.26235704914644253,0.27396824843767786
